kode_user,message,clean_text,severity,predicted_severity
"KD0758, KD0968",Kak saya mau down grade ke paket yg ga pake kartu by u bisa?,kak down grade paket ga pakai kartu by,1,1
KD0035,ada 50mbps dengan harga yg sama,mbps harga,1,1
KM1958,Masih tetap gangguan,ganggu,2,2
KD0764,Apa ada gangguan daerah lajar Giripurwo.info,ganggu daerah lajar giripurwo informasi,2,2
"JT0405, JT0577",Itu kalau saya masuk mbanking langsung bayar 198+3 kan,masuk mbanking bayar,1,1
KP1563,ada paket 100Mbps yg bayar 3 bulan free modem ya?,paket mbps bayar free modem iya,1,1
KP1563,kalau 100Mbps biza untuk berapa perangkat?,mbps biza perangkat,1,1
KT1317,Maksud saya apakah lemotnya itu karena disambungkan ke labtob ya kak,maksud lot sambung labtob iya kak,2,1
KJ2465,Sore kk Ada gangguan layanan ya??,sore kakak ganggu layan iya,2,2
KP1563,Dan apakah bisa berhenti sewaktu-waktu?,henti,4,4
KP1563,ataukah ini tarif flat? bukan tarif promo?,tarif flat bukan tarif promo,1,1
KI2853,Orang biasanya juga saya bayar lewat mbanking,bayar mbanking,1,1
KT2040,"Maaf kak, mau tanya. Dirumah wifi nya kok putus2 ya...🙏",maaf kak rumah wifi nya putus iya,2,1
KP1563,paket superstar apakah ada biaya pemasangan?,paket superstar biaya pasang,1,1
KD1750,"Kita mau bayar tagihan, tp nomor VA nya kok tdk bisa ya?",bayar tagih nomor va nya tidak iya,1,1
KT1613,Lagi ada gangguan ya,ganggu iya,2,2
KP1563,untuk Paket Superstar... apakah bisa dicolok Kabel LAN dan ditempel di Laptop?,paket superstar colok kabel lan tempel laptop,1,1
KT0056,ini yaa mba baru masuk,yaa mbak masuk,1,1
KT1613,Bisa liat yg paket sy ambil ini ya,lihat paket ambil iya,1,1
KP0333,Sudah lebih baik. Gk mati2 spt tadi,gk mati,2,1
KI2853,Saya mau bayar lewat mbanking saja,bayar mbanking,1,1
KN0595,"Idah, tapi transfer lewat dana gk bisa",idah transfer dana gk,1,1
KI2853,Tagihan tidak di temukan ini terus gimana saya mau bayar,tagih tidak temu bayar,1,1
KD1750,Sudah kami tf kak,tf kak,1,1
KT2072,Sya blm bisa untuk bayar,sya belum bayar,1,1
KM1983,Aq udah transfer mbak..,transfer mbak,1,1
KI2853,La terus ini saya mau bayar tapi setelah masukkan nomer virtual account keluar kayak gitu kak,bayar masuk nomer virtual account kayak kak,1,1
"KP1921, STKP0032",saya pakai paket superstar 100mbps tapi kenapa kecepatannya hanya 70mbps mohon solusinya kak,pakai paket superstar mbps cepat mbps mohon solusi kak,1,1
JT0086,Ini emang perangkat mu jelek apa emang internet lemot,perangkat mu jelek internet lambat,2,2
KT2075,Bisa bayar pake ini ga sih kak?,bayar pakai ga sih kak,1,1
"KT1258, KT1310","Karena bayar selalu ganti ganti sistem dan mempersulit pelanggan, mungkin saya akhiri untuk berlangganan dengan Naratel",bayar ganti ganti sistem sulit langgan langgan naratel,1,1
KT1939,Kak mau bayar wifi,kak bayar wifi,1,1
JT0765,Sudah masuk ya🙏,masuk iya,1,1
KD0526,Udah tak bayar tp blom bisa internetnya,tidak bayar blom internetnya,1,1
KD0096,Coba pean cek dengan dasar surat tersebut,coba pean cek dasar surat,1,1
KD1258,Sdh masuk yaaa,sdh masuk yaaa,1,1
KP0595,"Malam,untuk pemberhentian pemakaian wifi,gmn carany kak?",malam henti pakai wifi gmn carany kak,4,1
KM2319,Mw bayar wifi,now watching bayar wifi,1,1
KI0627,Mengapa jaringannya sangat lambat ya beberapa hari ini ?   ID Pelanggan		:	KI0627 Nama Pelanggan		:	Popy E Paket Layanan		:	5 Mbps,jaring lambat iya id langgan ki nama langgan popy e paket layan mbps,2,1
KM1830,Mau bayar tagihan kok gk bisa ya,bayar tagih gk iya,1,1
KI1464,apakah bisa di cek tagihan melalui web kak,cek tagih web kak,1,1
KP1915,konfirmasi sudah bayar,konfirmasi bayar,1,1
KM1830,Biar sy bayar tunai saja,biar bayar tunai,1,1
KI1464,untuk cek tagihan apa masih bisa mekalui wes kak,cek tagih mekalui wes kak,1,1
KM3035,Kak untuk ini gimana ya? Info nya kemaren di transfer ke rekening saya kisaran tanggal 1-6,kak iya informasi nya transfer rekening kisar tanggal,1,1
JT0481,Khan sdh di pasang,sdh pasang,1,1
KP2368,"Pagi kak, mau konfirmasi saya udah daftar yaa",pagi kak konfirmasi daftar yaa,1,1
KT1614,Kalau begitu saya beralih saja ke paket kapten yg reguler saja,alih paket kapten reguler,1,1
KT2072,"Hallo kan sya mau 20 mbps, knpa di tagihan itu hanya 15 mbps",hallo sya mbps tagih mbps,1,1
KD0714,Wifi bosok mati terus,wifi bosok mati,2,2
KT1860,Apa tetep bisa bayar lewat bank bca seperti biasa ?,tetep bayar bank bca,1,1
STKT0015,"sama ini mas, keluhannya dari saya wifi nya keseringan lemot",mas keluh wifi nya sering lambat,2,2
KT0836,ini kenapa ya wifinya gangguan kah?,iya wifinya ganggu,2,2
KT0836,kenapa ini wifinya?? gangguan??,wifinya ganggu,2,2
KM1199,Wifi lemot kak,wifi lambat kak,2,2
KJ0988,Bagaimana caranya saya bisa lihat kode bayar (alfa mart) untuk masa bayar bulan oktober ini,lihat kode bayar alfa mart bayar oktober,1,1
KP1989,Slamat MLM kak maaf mengganggu wifi saya trouble nya skrang🙏🏻,slamat mlm kak maaf ganggu wifi trouble nya skrang,2,2
KM3845,Kode tagihan ini tiap bulan ganti apa seterusnya pakai ini,kode tagih ganti pakai,1,1
KD1485,Kak pembayaran saya TF ke BCA ini kok Ndak bisa ya kak,kak bayar tf bca tidak iya kak,1,1
KI3296,Soalnya barusan saya mau bayar tagihan wifi di Indomaret katanya ga ada layanan untuk wifi kapten naratel,barusan bayar tagih wifi indomaret ga layan wifi kapten naratel,1,1
KP2050,ini ya kak sudah saya tf,iya kak tf,1,1
JT0141,Bagaimana cara beralih ke paket kapten reguler (tanpa by u) dan berapa biaya langganan kapten naratel jadinya tanpa by u,alih paket kapten reguler by biaya langgan kapten naratel by,1,1
KI3296,Untuk kode bayarnya berapa kak,kode bayar kak,1,1
KM1830,Sudah bayar ya,bayar iya,1,1
KD0899,Setiap transfer langsong tak ft,transfer langsong tidak ft,1,1
KD0899,Bukti yang tgl 2 kemaren sudah tak ft,bukti tanggal tidak ft,1,1
KD0899,Setiap TF saya minta rekeneng,tf rekeneng,1,1
KD0899,Di kasi langsung saya bayar di BRI saya tidak pernah bohongi naratel,kasi bayar bri tidak bohong naratel,3,1
KD0899,Tau dia saya sudah TF kemaren tgl 2 atao 3 september,tf tanggal atao september,1,1
KD0899,Bukti TF langsung tak kirem ke naratel dan mas wawan,bukti tf tidak kirem naratel mas wawan,1,1
KD0899,Kok sekarang saya belom bayar,belum bayar,1,1
KD0899,Saya nggak pernah bohong,tidak bohong,3,1
KD1485,Bulan lalu juga Ndak bisa TF lewat BCA,tidak tf bca,1,1
KT1613,Iya ke paket reguler lg sj kak..soalnya hny 14hr sj,iya paket reguler kak,1,1
KD0849,"Dear Sobat Kapten,  ID Pelanggan: KD0849 Nama: Mohamad Saherie Paket: 5 Mbps Jatuh Tempo: 09 September 2025 Total Tagihan: Rp 123.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000010825 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",dear sobat kapten id langgan kd nama mohamad saherie paket mbps jatuh tempo september total tagih rp ppn biaya layan nomor va bca bayar rekening bank bca note butuh metode bayar alfamart indomaret bank sila instal aplikasi kapten naratel september notifikasi kirim aplikasi tidak whatsapp nomor va bca tidak ubah unduh aplikasi kapten naratel play store pandu instalasi aplikasi pandu bayar aplikasi alami kendala instalasi bayar sila hubung customer service kapten naratel terima kasih,1,1
KT1613,Sy bayar baru sy hub,bayar hub,1,1
GJ0286,Saya telah bayar tetapi menggunakan va yang sebelumnya,bayar va,1,1
KJ1372,apa nggak bisa transfer kah,tidak transfer,1,1
KD0899,Maaf tiap Saya di kasih no rek langsong saya TF di bri,maaf kasih rek langsong tf bri,1,1
KJ1372,"ya , saya bisanya transfer lewat mandiri",iya bisa transfer mandiri,1,1
GJ0286,"Maksud, saya tadi sudah membayar dengan menggunakan nomor va yang bulan sebelumnya yaitu : 57889330012025304 ( bukti diatas sesuai bukti transfer yang sudah saya kirim).  Ternyata setelah saya cek di kapten naratel saya terdeteksi belum bayar, sehingga saya cek kembali va nya ternyata sudah berbeda yaitu 57889330012025431. Apakah ini nanti saya dianggap belum melakukan pembayaran dan di putus wifinya? Atau tidak masalah, meskipun di aplikasi kapten naratelnya terindikasi belum bayar, mohon bantuannya?. Terimakasih",maksud bayar nomor va bukti atas bukti transfer kirim cek kapten naratel deteksi belum bayar cek va nya beda anggap belum bayar putus wifinya tidak aplikasi kapten naratelnya indikasi belum bayar mohon bantu terimakasih,1,1
KJ1372,terus nomor rekekningnya berapa kak,nomor rekekningnya kak,1,1
KD0899,Tanda tangan TF BRI itu tanda tangan saya,tanda tangan tf bri tanda tangan,1,1
JT0192,Apakah internet nya ada gangguan?,internet nya ganggu,2,2
KJ0819,Makin susah mau bayar,susah bayar,1,1
KT1311,Sudah saya reset ulang dengan mencabut dan memasang power nya tp msh sama saja,reset ulang cabut pasang power nya,4,1
KJ0819,"Sy biasa transfer, tp rek sy bukan bca",transfer rek bukan bca,1,1
JT0192,Cz kok lemot ya,cz lambat iya,2,2
GJ0286,ID Pelanggan		:	GJ0286 Nama Pelanggan		:	Rija Deny Kuswara Paket Layanan		:	15 Mbps,id langgan tidak jelas nama langgan rija deny kuswara paket layan mbps,1,1
GJ0286,Berarti untuk bulan ini sudah bayar ya kak,bayar iya kak,1,1
KD0876,Kak wifinya mati kok statusnya diputus sementara ya,kak wifinya mati status putus iya,2,2
KP1238,Sudah sy bayar,bayar,1,1
KM1926,Jd tiap bulan saya lgsg membayar ke no VA tsb tanpa harus konfirmasi bisa ya?,bayar va tsb konfirmasi iya,1,1
"KD0758, KD0968","Tf aja ya kak, seperti biasanya",tf iya kak,1,1
KI2075,Modem widi kami mati,modem widi mati,2,2
KM1913,Bisa kasih feedback apa kalo sering trouble gini pihak naratel ke customer?,kasih feedback trouble gin naratel customer,2,2
KT2134,Berapa yaa kak?,yaa kak,1,1
KM1913,"jadi tolong dijaga jangan sering"" trouble maintenance dengan jangka waktu yang cukup lama",jaga jangan trouble maintenance jangka,2,2
STJT0025,selamat siang kalau mau pasang jalan Iswahyudi  2 bisa tidak,selamat siang pasang jalan iswahyudi tidak,1,1
STJT0025,modem masih perlu beli lagi ya . dan paket promo yang free apa aja,modem beli iya paket promo free,1,1
JT1052,"Halo, mau lapor wifi lambat di laptop dan hp",halo lapor wifi lambat laptop hp,2,2
KM2909,"Dear Sobat Kapten,  ID Pelanggan: KM2909 Nama: Muchammad Haidar Paket: 10 Mbps Jatuh Tempo: 07 Oktober 2025 Total Tagihan: Rp 178.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 15412000000000009483",dear sobat kapten id langgan nama muchammad haidar paket mbps jatuh tempo oktober total tagih rp ppn biaya layan nomor va bca,1,1
KI1200,"Ok, mo bayar sekaligus 3 bln",ok bayar,1,1
"KM0474, KM2138, KP1266",Bisa di cek kan,cek,1,1
KI1200,"ok, tolong konfirmasi terkait kapan surveinya",ok konfirmasi kait survei,1,1
KD0901,Assalamu'alaikum bisa d bantu cara bayar wfnya,assalamu alaikum bantu bayar wfnya,1,1
KJ0600,Sy barusan bayar melalui va bri,barusan bayar va bri,1,1
KJ0600,Siap sy cek dulu kak,cek kak,1,1
KP0391,Jd langsung bayar pakek kode VA yg disini ya kak,bayar pakek kode va iya kak,1,1
STJT0015,Masuk login ke jaringan wifi,masuk login jaring wifi,1,1
STJT0015,Tp kl masuk login wifi tdk bisa,masuk login wifi tidak,1,1
JT0547,kami mau bayar apa tdk ada rekening BRI lg ..,bayar tidak rekening bri,1,1
JT0547,sebenarnya sdh punya Brimo tinggal tf tp kl bisa sesama BRI bkn BCA,sdh brimo tf bri bukan bca,1,1
KD0035,"Pengajuan Libur Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: KD0035 Nama: Kresna Sharelocation pemasangan WIFI: https://maps.app.goo.gl/kqAUvwYX12vwbPw77 Alasan Libur: Harga kurang bersaing, paket superstar tidak support LAN Tanggal Aktif Layanan: - Jadwal Pengambilan Modem:  Jam:  Segera isi form agar kami bisa memproses permohonan libur Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏",aju libur proses lengkap data id langgan kd nama kresna sharelocation pasang wifi alas libur harga saing paket superstar tidak support lan tanggal aktif layan jadwal ambil modem jam isi form proses mohon libur terima kasih percaya layan,1,1
STJT0015,Login ke jaringan wifi setelah itu keluar tulisan login captive terus berhenti,login jaring wifi tulis login captive henti,4,1
KP2332,"ini kan tetangga saya bisa pasang, tapi ini kenapa saya nggak bisa ya?",tetangga pasang tidak iya,1,1
JT0547,sdh kami tf ya ..,sdh tf iya,1,1
STJT0025,udah download tapi tidak bisa masuk,download tidak masuk,1,1
KP2332,beda satu rumah sama yang pasang belum ada izin?,beda rumah pasang belum izin,1,1
KJ1454,"Ohh iya baik, tapi dia otomatis akan mati setiap tengah malam dan besoknya harus diaktifkan lagi melalui app gitu ya kak?",ohh iya otomatis mati malam besok aktif app iya kak,2,1
KM2259,Wifi gangguan kah,wifi ganggu,2,2
KM3789,kak saya mau berhenti langganan,kak henti langgan,4,1
KM3789,tanggal 13 dpt ga dicabut aja modemnya,tanggal ga cabut modem,4,1
JT0290,Kofenya berapa ini mau bayar,kofenya bayar,1,1
JT0290,Kalau mau bayar apa mesti dpt kode bayar,bayar mesti kode bayar,1,1
KM3789,hiPengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: KM3789 Nama: Muchamad Ivan Lukito Alasan Berhenti Berlangganan: Lagi banyaj kebutuhan rumah Jadwal Pengambilan Modem: 12 okt Jam: bebas Sharelocation:  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,hipengajuan henti langgan proses lengkap data id langgan nama muchamad ivan lukito alas henti langgan banyaj butuh rumah jadwal ambil modem okt jam bebas sharelocation isi form proses mohon henti langgan terima kasih percaya layan,4,4
KT1936,Ini di bayar lewat bank BRI bisa,bayar bank bri,1,1
STJT0025,gimana cara cek verifikasi berhasil atau tidak nya,cek verifikasi hasil tidak nya,1,1
KT1936,Mas ini kan jatuh tempo nya tgl 8 semisal di bayar  besok siang ...gimana,mas jatuh tempo nya tanggal bayar besok siang,1,1
STJT0025,coba tolong cek dulu udah berhasil belum,coba cek hasil belum,1,1
STJT0025,tunai titip ke petugas teknisi waktu pasang saja,tunai titip tugas teknisi pasang,1,1
KT1366,"Baik, saya cek dulu kak",cek kak,1,1
KT2087,Kak mohon maaf untuk email nya isi pake email sendiri atau email dari sana untuk bisa masuk kak?,kak mohon maaf email nya isi pakai email email masuk kak,1,1
JT0976,wifi saya trouble kayak nya kok nyambung wifi gk bisa ya tadi coba di setting teman saya buat reset password sama ganti nama wifi soalnya banyak yang nyolong wifi depan rumah tapi kok malah password nya gk bisa masuk ya padahal udah bener kak,wifi trouble kayak nya nyambung wifi gk iya coba atur teman reset password ganti nama wifi nyolong wifi rumah password nya gk masuk iya kak,2,1
JT0829,Kak mau bayar lewat briva nd bisa ya?,kak bayar briva nd iya,1,1
STKI0015,Untuk informasi mengenai paket 100 Mbps / 150rb per bulan ini kak?,informasi paket mbps rb kak,1,1
KI3356,Saya mau bayar tanpa aplikasi gimana cara nya,bayar aplikasi nya,1,1
KN0046,ksk saya mau bayar mrelalui BRI gimana ya?,ksk bayar mrelalui bri iya,1,1
KT1574,Bulan kemarin saya bayar via indomaret kalo ga alfamart kak,bayar via indomaret ga alfamart kak,1,1
"KT0356, KT1515","Assalamualaikum pak, saya izin konfirmasi mungkin yg dibilang kinta kamar depan saya benar pak, bahwa saya kamar pojok tidak sampai wifi nya dr kamar kita berduaa🙏🏻karena memang setiap malam sinyal nya cuma 1 ,saya coba kedepan kamar langsung enak wifi nya",assalamualaikum izin konfirmasi bilang kinta kamar kamar pojok tidak wifi nya dr kamar berduaa malam sinyal nya coba depan kamar enak wifi nya,1,1
KT1574,"Saya mau bayar wifi, tapi kode bayarnya apa nggih?",bayar wifi kode bayar nggih,1,1
KT1574,Rencananya mau bayar offline kak,rencana bayar offline kak,1,1
KT1574,Dan berapa kalo bayar langsung di kantor kak?,bayar kantor kak,1,1
KT1574,"Kalo bayar via indomaret/alfamart, gimana kak?",bayar via indomaret alfamart kak,1,1
KT1574,"Oh iyaa kak, saya lupa. Saya sudah download aplikasi kapten naratel. Disitu kalo klik bayar ada pilihannya, dan kalo semisal pilih alfamart nanti muncul kode bayarnya, itu valid kah kak?",iyaa kak lupa download aplikasi kapten naratel situ klik bayar pilih pilih alfamart muncul kode bayar valid kak,1,1
KN0297,sama tagihan nya nanti,tagih nya,1,1
KT1574,"Atau pilih bayar via yang lain juga muncul kode bayar, itu valid kah kak?",pilih bayar via muncul kode bayar valid kak,1,1
KT1574,Oalah baik kak. Insya ALLAH besok kami bayar,oalah kak insya allah besok bayar,1,1
KI2341,"Terima kasih atas konfirmasi pembayaran Anda. Masa aktif layanan telah kami perpanjang  Untuk informasi mengenai tanggal masa aktif, silakan cek melalui tautan berikut: https://pembayaran.kaptennaratel.com/  Jika wifinya masih belum bisa, mohon untuk me-restart modemnya. Caranya cabut adaptor selama 10 detik kemudian tancapkan lagi. Tunggu -/+3menit, sampai internet normal kembali",terima kasih konfirmasi bayar aktif layan panjang informasi tanggal aktif sila cek taut wifinya belum mohon me restart modem pergi adaptor detik tancap tunggu menit internet normal,4,1
KP2368,Transfer ya kak,transfer iya kak,1,1
KI2548,sudah saya bayar ya kak,bayar iya kak,1,1
KT1574,Sudah kami bayar kak,bayar kak,1,1
KM1842,Kok ada gangguan,ganggu,2,2
JT0768,Mohon  untuk tagihan ini d kirim ke 085235186644 Atas nama fikri Untuk selanjutnya tiap bln pemberitahuan ke fikri saja nggih krn yg bayarkan fikri Trm ksh 🙏,mohon tagih kirim nama fikri pemberitahuan fikri nggih bayar fikri terima ksh,1,1
STKI0015,Bayar 3 bulan gratis biaya modem ya kak?,bayar gratis biaya modem iya kak,1,1
KT2075,Kemarin dari Admin bilangnya tinggal bayar paket 10 mbps,admin bilang bayar paket mbps,1,1
STKI0015,Paket superstar 100 Mbps 150rb per bulan ya kak.,paket superstar mbps rb iya kak,1,1
KP2176,ID KAPTEN KP2176 tolong bisa di bantu kunjungi teknisi .. Wifi tiba² mati tidak menyala,id kapten kp bantu kunjung teknisi wifi mati tidak nyala,2,1
KT2075,Kmaren sempet mau bayar. Tp belum jadi karena mau upgrade.,kmaren bayar belum upgrade,1,1
"JT0760, JT0773",Yg bayar kode nya tetep ta,bayar kode nya tetep ta,1,1
KP2176,Baru tau tidak nyala wifi nya pagi ini jam 6:30 terima kasih,tidak nyala wifi nya pagi jam terima kasih,1,1
"JT0760, JT0773",Di kirim saya sekarang 2 rumah yg mau di bayar,kirim rumah bayar,1,1
"JT0760, JT0773",Kirim pemb mau saya bayar mn,kirim pemb bayar mn,1,1
KT2075,Oh gitu. Oke kak. Coba saya bayar dulu,oke kak coba bayar,1,1
KD1176,Maap kak.. Wifi saya mati.. Kabellnya putus terkena mobill dijln .. Posiisi didresell kak tlong bisa dbantu..,maap kak wifi mati kabellnya putus kena mobill dijln posiisi didresell kak tlong dbantu,2,2
KP2176,Sudah saya coba ganti kabel adaptor nya tetap ndak nyala,coba ganti kabel adaptor nya tidak nyala,1,1
KP2176,Minta tolong untuk bisa di cek lngsng,cek lngsng,1,1
KJ2307,"Halo kak, kalau mau upgrade paket apa bisa ya",halo kak upgrade paket iya,1,1
KM1434,"Kalo pakai quality HD, putus2",pakai quality hd putus,2,2
KP1009,Saya tunggu jawaban dari operasional dulu ya kak... Klo hari ini g bisa saya kekantor langsung aja bayar nya,tunggu operasional iya kak g kantor bayar nya,1,1
JT0894,Di putus aja mbak,putus mbak,2,2
