message,kode_user,cleaning_text,case_folding,tokenizing,normalization,remove_stopwords,stemming,clean_text,severity
"Saya mau bayar tagihan wifi, tp saat saya masukkan no.VA BCA yg permah dikirim tidak bisa digunakan, boleh dibsntu utk dikirimkan no.VA nya lg kah kak?",KP1550,Saya mau bayar tagihan wifi tp saat saya masukkan no VA BCA yg permah dikirim tidak bisa digunakan boleh dibsntu utk dikirimkan no VA nya lg kah kak ,saya mau bayar tagihan wifi tp saat saya masukkan no va bca yg permah dikirim tidak bisa digunakan boleh dibsntu utk dikirimkan no va nya lg kah kak ,"['saya', 'mau', 'bayar', 'tagihan', 'wifi', 'tp', 'saat', 'saya', 'masukkan', 'no', 'va', 'bca', 'yg', 'permah', 'dikirim', 'tidak', 'bisa', 'digunakan', 'boleh', 'dibsntu', 'utk', 'dikirimkan', 'no', 'va', 'nya', 'lg', 'kah', 'kak']","['saya', 'mau', 'bayar', 'tagihan', 'wifi', 'tapi', 'saat', 'saya', 'masukkan', 'no', 'va', 'bca', 'yang', 'permah', 'dikirim', 'tidak', 'bisa', 'digunakan', 'boleh', 'dibsntu', 'untuk', 'dikirimkan', 'no', 'va', 'nya', 'lagi', 'kah', 'kak']","['bayar', 'tagihan', 'wifi', 'masukkan', 'va', 'bca', 'permah', 'dikirim', 'tidak', 'dibsntu', 'dikirimkan', 'va', 'nya', 'kak']","['bayar', 'tagih', 'wifi', 'masuk', 'va', 'bca', 'mah', 'kirim', 'tidak', 'dibsntu', 'kirim', 'va', 'nya', 'kak']",bayar tagih wifi masuk va bca mah kirim tidak dibsntu kirim va nya kak,1
"Iya benar,  bayar wifi no rekening kapten naratel berapa",KJ0805,Iya benar bayar wifi no rekening kapten naratel berapa,iya benar bayar wifi no rekening kapten naratel berapa,"['iya', 'benar', 'bayar', 'wifi', 'no', 'rekening', 'kapten', 'naratel', 'berapa']","['iya', 'benar', 'bayar', 'wifi', 'no', 'rekening', 'kapten', 'naratel', 'berapa']","['iya', 'bayar', 'wifi', 'rekening', 'kapten', 'naratel']","['iya', 'bayar', 'wifi', 'rekening', 'kapten', 'naratel']",iya bayar wifi rekening kapten naratel,1
Utk bln berikutny sdh nggak bayar y,KD1191,Utk bln berikutny sdh nggak bayar y,utk bln berikutny sdh nggak bayar y,"['utk', 'bln', 'berikutny', 'sdh', 'nggak', 'bayar', 'y']","['untuk', 'bulan', 'berikutny', 'sdh', 'tidak', 'bayar', 'ya']","['berikutny', 'sdh', 'tidak', 'bayar']","['berikutny', 'sdh', 'tidak', 'bayar']",berikutny sdh tidak bayar,1
Sebentar saya cek dulu,KM3139,Sebentar saya cek dulu,sebentar saya cek dulu,"['sebentar', 'saya', 'cek', 'dulu']","['sebentar', 'saya', 'cek', 'dulu']","['sebentar', 'cek']","['sebentar', 'cek']",sebentar cek,1
Skrg wifinya sering lemot bos,KM2864,Skrg wifinya sering lemot bos,skrg wifinya sering lemot bos,"['skrg', 'wifinya', 'sering', 'lemot', 'bos']","['skrg', 'wifinya', 'sering', 'lambat', 'bos']","['skrg', 'wifinya', 'lambat', 'bos']","['skrg', 'wifinya', 'lambat', 'bos']",skrg wifinya lambat bos,2
Paket superstar tuh apa ya?,KN0440,Paket superstar tuh apa ya ,paket superstar tuh apa ya ,"['paket', 'superstar', 'tuh', 'apa', 'ya']","['paket', 'superstar', 'tuh', 'apa', 'iya']","['paket', 'superstar', 'tuh', 'iya']","['paket', 'superstar', 'tuh', 'iya']",paket superstar tuh iya,1
"Tp sering nyala semua, tidak berkedip/bergantian. Apakah normal?",AT0022,Tp sering nyala semua tidak berkedip bergantian Apakah normal ,tp sering nyala semua tidak berkedip bergantian apakah normal ,"['tp', 'sering', 'nyala', 'semua', 'tidak', 'berkedip', 'bergantian', 'apakah', 'normal']","['tapi', 'sering', 'nyala', 'semua', 'tidak', 'berkedip', 'bergantian', 'apakah', 'normal']","['nyala', 'tidak', 'berkedip', 'bergantian', 'normal']","['nyala', 'tidak', 'kedip', 'ganti', 'normal']",nyala tidak kedip ganti normal,1
Kenapa saat ini jaringan Kapten sering lemot?????,"KI1162, KI1160",Kenapa saat ini jaringan Kapten sering lemot ,kenapa saat ini jaringan kapten sering lemot ,"['kenapa', 'saat', 'ini', 'jaringan', 'kapten', 'sering', 'lemot']","['kenapa', 'saat', 'ini', 'jaringan', 'kapten', 'sering', 'lambat']","['jaringan', 'kapten', 'lambat']","['jaring', 'kapten', 'lambat']",jaring kapten lambat,2
"Met  siang  kapten ...saat ini  jarungan wufi  ID KIII60 dan ID K,III62 Lemot sekali... Mohon di bantu kak","KI1162, KI1160",Met siang kapten saat ini jarungan wufi ID KIII dan ID K III Lemot sekali Mohon di bantu kak,met siang kapten saat ini jarungan wufi id kiii dan id k iii lemot sekali mohon di bantu kak,"['met', 'siang', 'kapten', 'saat', 'ini', 'jarungan', 'wufi', 'id', 'kiii', 'dan', 'id', 'k', 'iii', 'lemot', 'sekali', 'mohon', 'di', 'bantu', 'kak']","['met', 'siang', 'kapten', 'saat', 'ini', 'jarungan', 'wufi', 'id', 'kiii', 'dan', 'id', 'ke', 'iii', 'lambat', 'sekali', 'mohon', 'di', 'bantu', 'kak']","['met', 'siang', 'kapten', 'jarungan', 'wufi', 'id', 'kiii', 'id', 'iii', 'lambat', 'mohon', 'bantu', 'kak']","['met', 'siang', 'kapten', 'jarungan', 'wufi', 'id', 'kiii', 'id', 'iii', 'lambat', 'mohon', 'bantu', 'kak']",met siang kapten jarungan wufi id kiii id iii lambat mohon bantu kak,2
Kenapa saya bayar tidak bisa,KJ0805,Kenapa saya bayar tidak bisa,kenapa saya bayar tidak bisa,"['kenapa', 'saya', 'bayar', 'tidak', 'bisa']","['kenapa', 'saya', 'bayar', 'tidak', 'bisa']","['bayar', 'tidak']","['bayar', 'tidak']",bayar tidak,1
iya kak rencana saya bayar tunai waktu pemasangan,STKD0017,iya kak rencana saya bayar tunai waktu pemasangan,iya kak rencana saya bayar tunai waktu pemasangan,"['iya', 'kak', 'rencana', 'saya', 'bayar', 'tunai', 'waktu', 'pemasangan']","['iya', 'kak', 'rencana', 'saya', 'bayar', 'tunai', 'waktu', 'pemasangan']","['iya', 'kak', 'rencana', 'bayar', 'tunai', 'pemasangan']","['iya', 'kak', 'rencana', 'bayar', 'tunai', 'pasang']",iya kak rencana bayar tunai pasang,1
untuk pembayaran tunai nanti ada bukti pembayarannya juga kan kak ya?,STKD0017,untuk pembayaran tunai nanti ada bukti pembayarannya juga kan kak ya ,untuk pembayaran tunai nanti ada bukti pembayarannya juga kan kak ya ,"['untuk', 'pembayaran', 'tunai', 'nanti', 'ada', 'bukti', 'pembayarannya', 'juga', 'kan', 'kak', 'ya']","['untuk', 'pembayaran', 'tunai', 'nanti', 'ada', 'bukti', 'pembayarannya', 'juga', 'kan', 'kak', 'iya']","['pembayaran', 'tunai', 'bukti', 'pembayarannya', 'kak', 'iya']","['bayar', 'tunai', 'bukti', 'bayar', 'kak', 'iya']",bayar tunai bukti bayar kak iya,1
"Soalnya bulan2 kemarin, tagihan 111.000 di tambah admin 2500 jadi 113.500, ini sekarang 113.500 masih di tambah admin lagi 2500 jadi 16.000, adminnya jadi nambah kena 2 kali",KJ0805,Soalnya bulan kemarin tagihan di tambah admin jadi ini sekarang masih di tambah admin lagi jadi adminnya jadi nambah kena kali,soalnya bulan kemarin tagihan di tambah admin jadi ini sekarang masih di tambah admin lagi jadi adminnya jadi nambah kena kali,"['soalnya', 'bulan', 'kemarin', 'tagihan', 'di', 'tambah', 'admin', 'jadi', 'ini', 'sekarang', 'masih', 'di', 'tambah', 'admin', 'lagi', 'jadi', 'adminnya', 'jadi', 'nambah', 'kena', 'kali']","['soalnya', 'bulan', 'kemarin', 'tagihan', 'di', 'tambah', 'admin', 'jadi', 'ini', 'sekarang', 'masih', 'di', 'tambah', 'admin', 'lagi', 'jadi', 'adminnya', 'jadi', 'nambah', 'kena', 'kali']","['tagihan', 'admin', 'admin', 'adminnya', 'nambah', 'kena']","['tagih', 'admin', 'admin', 'adminnya', 'nambah', 'kena']",tagih admin admin adminnya nambah kena,1
"Iya masak bayar admin sebanyak 2 kali, 2500 kali 2",KJ0805,Iya masak bayar admin sebanyak kali kali ,iya masak bayar admin sebanyak kali kali ,"['iya', 'masak', 'bayar', 'admin', 'sebanyak', 'kali', 'kali']","['iya', 'masak', 'bayar', 'admin', 'sebanyak', 'kali', 'kali']","['iya', 'masak', 'bayar', 'admin']","['iya', 'masak', 'bayar', 'admin']",iya masak bayar admin,1
Sdh 2 bln lemot gini bos,KM2864,Sdh bln lemot gini bos,sdh bln lemot gini bos,"['sdh', 'bln', 'lemot', 'gini', 'bos']","['sdh', 'bulan', 'lambat', 'gini', 'bos']","['sdh', 'lambat', 'gini', 'bos']","['sdh', 'lambat', 'gin', 'bos']",sdh lambat gin bos,2
"Baik, boleh saya konfirmasi untuk yang ditugaskan ke lokasi saya atas nama siapa kak?",JT0931,Baik boleh saya konfirmasi untuk yang ditugaskan ke lokasi saya atas nama siapa kak ,baik boleh saya konfirmasi untuk yang ditugaskan ke lokasi saya atas nama siapa kak ,"['baik', 'boleh', 'saya', 'konfirmasi', 'untuk', 'yang', 'ditugaskan', 'ke', 'lokasi', 'saya', 'atas', 'nama', 'siapa', 'kak']","['baik', 'boleh', 'saya', 'konfirmasi', 'untuk', 'yang', 'ditugaskan', 'ke', 'lokasi', 'saya', 'atas', 'nama', 'siapa', 'kak']","['konfirmasi', 'ditugaskan', 'lokasi', 'nama', 'kak']","['konfirmasi', 'tugas', 'lokasi', 'nama', 'kak']",konfirmasi tugas lokasi nama kak,1
"Selamat siang, KJ 2338 kembali masih sama kayak kemarin gangguannya","GJ0333, KJ0477, KJ2338",Selamat siang KJ kembali masih sama kayak kemarin gangguannya,selamat siang kj kembali masih sama kayak kemarin gangguannya,"['selamat', 'siang', 'kj', 'kembali', 'masih', 'sama', 'kayak', 'kemarin', 'gangguannya']","['selamat', 'siang', 'kj', 'kembali', 'masih', 'sama', 'kayak', 'kemarin', 'gangguannya']","['selamat', 'siang', 'kj', 'kayak', 'gangguannya']","['selamat', 'siang', 'kj', 'kayak', 'ganggu']",selamat siang kj kayak ganggu,2
"ini barusan sdh bisa hp dan pc, sebelum sy cabut modemnya","GJ0333, KJ0477, KJ2338",ini barusan sdh bisa hp dan pc sebelum sy cabut modemnya,ini barusan sdh bisa hp dan pc sebelum sy cabut modemnya,"['ini', 'barusan', 'sdh', 'bisa', 'hp', 'dan', 'pc', 'sebelum', 'sy', 'cabut', 'modemnya']","['ini', 'barusan', 'sdh', 'bisa', 'hp', 'dan', 'pc', 'sebelum', 'saya', 'pergi', 'modemnya']","['barusan', 'sdh', 'hp', 'pc', 'pergi', 'modemnya']","['barusan', 'sdh', 'hp', 'pc', 'pergi', 'modem']",barusan sdh hp pc pergi modem,4
"Selamat malam, apakah hari ini wifinya trouble",KM1237,Selamat malam apakah hari ini wifinya trouble,selamat malam apakah hari ini wifinya trouble,"['selamat', 'malam', 'apakah', 'hari', 'ini', 'wifinya', 'trouble']","['selamat', 'malam', 'apakah', 'hari', 'ini', 'wifinya', 'trouble']","['selamat', 'malam', 'wifinya', 'trouble']","['selamat', 'malam', 'wifinya', 'trouble']",selamat malam wifinya trouble,2
Lemot sekali mau buat kerja,KI3232,Lemot sekali mau buat kerja,lemot sekali mau buat kerja,"['lemot', 'sekali', 'mau', 'buat', 'kerja']","['lambat', 'sekali', 'mau', 'buat', 'kerja']","['lambat', 'kerja']","['lambat', 'kerja']",lambat kerja,2
Bisa di pasang sore ini kk?,KT2112,Bisa di pasang sore ini kk ,bisa di pasang sore ini kk ,"['bisa', 'di', 'pasang', 'sore', 'ini', 'kk']","['bisa', 'di', 'pasang', 'sore', 'ini', 'kakak']","['pasang', 'sore', 'kakak']","['pasang', 'sore', 'kakak']",pasang sore kakak,1
Atau paling lambat mlm ini?,KT2112,Atau paling lambat mlm ini ,atau paling lambat mlm ini ,"['atau', 'paling', 'lambat', 'mlm', 'ini']","['atau', 'paling', 'lambat', 'mlm', 'ini']","['lambat', 'mlm']","['lambat', 'mlm']",lambat mlm,2
Brrti sy pakai paket reguler klau mau tetap pke modem lama?,KD1191,Brrti sy pakai paket reguler klau mau tetap pke modem lama ,brrti sy pakai paket reguler klau mau tetap pke modem lama ,"['brrti', 'sy', 'pakai', 'paket', 'reguler', 'klau', 'mau', 'tetap', 'pke', 'modem', 'lama']","['brrti', 'saya', 'pakai', 'paket', 'reguler', 'klau', 'mau', 'tetap', 'pke', 'modem', 'lama']","['brrti', 'pakai', 'paket', 'reguler', 'klau', 'pke', 'modem']","['brrti', 'pakai', 'paket', 'reguler', 'klau', 'pke', 'modem']",brrti pakai paket reguler klau pke modem,1
Bukti pembayaran wifi an ajeng kristanti 👆🏼,KN0268,Bukti pembayaran wifi an ajeng kristanti ,bukti pembayaran wifi an ajeng kristanti ,"['bukti', 'pembayaran', 'wifi', 'an', 'ajeng', 'kristanti']","['bukti', 'pembayaran', 'wifi', 'an', 'ajeng', 'kristanti']","['bukti', 'pembayaran', 'wifi', 'an', 'ajeng', 'kristanti']","['bukti', 'bayar', 'wifi', 'an', 'ajeng', 'kristanti']",bukti bayar wifi an ajeng kristanti,1
Kirim no rek aja kk biar saya tf,KT2112,Kirim no rek aja kk biar saya tf,kirim no rek aja kk biar saya tf,"['kirim', 'no', 'rek', 'aja', 'kk', 'biar', 'saya', 'tf']","['kirim', 'no', 'rek', 'saja', 'kakak', 'biar', 'saya', 'tf']","['kirim', 'rek', 'kakak', 'biar', 'tf']","['kirim', 'rek', 'kakak', 'biar', 'tf']",kirim rek kakak biar tf,1
Mau bayar ini,JT0080,Mau bayar ini,mau bayar ini,"['mau', 'bayar', 'ini']","['mau', 'bayar', 'ini']",['bayar'],['bayar'],bayar,1
Halo kak mau konfirmasi sudah melakukan pembayaran wifi 🙏,KN0268,Halo kak mau konfirmasi sudah melakukan pembayaran wifi ,halo kak mau konfirmasi sudah melakukan pembayaran wifi ,"['halo', 'kak', 'mau', 'konfirmasi', 'sudah', 'melakukan', 'pembayaran', 'wifi']","['halo', 'kak', 'mau', 'konfirmasi', 'sudah', 'melakukan', 'pembayaran', 'wifi']","['halo', 'kak', 'konfirmasi', 'pembayaran', 'wifi']","['halo', 'kak', 'konfirmasi', 'bayar', 'wifi']",halo kak konfirmasi bayar wifi,1
Apakah ada gangguan?,KM0987,Apakah ada gangguan ,apakah ada gangguan ,"['apakah', 'ada', 'gangguan']","['apakah', 'ada', 'gangguan']",['gangguan'],['ganggu'],ganggu,2
Setiap bulan gk pernah ada tagihan,KD1216,Setiap bulan gk pernah ada tagihan,setiap bulan gk pernah ada tagihan,"['setiap', 'bulan', 'gk', 'pernah', 'ada', 'tagihan']","['setiap', 'bulan', 'gk', 'pernah', 'ada', 'tagihan']","['gk', 'tagihan']","['gk', 'tagih']",gk tagih,1
"kalau pagi, dari teknisi bisa jam berapa kak?",STKD0017,kalau pagi dari teknisi bisa jam berapa kak ,kalau pagi dari teknisi bisa jam berapa kak ,"['kalau', 'pagi', 'dari', 'teknisi', 'bisa', 'jam', 'berapa', 'kak']","['kalau', 'pagi', 'dari', 'teknisi', 'bisa', 'jam', 'berapa', 'kak']","['pagi', 'teknisi', 'jam', 'kak']","['pagi', 'teknisi', 'jam', 'kak']",pagi teknisi jam kak,1
"Karena terkadang wa tidak centang, gambar jam saja. Beberapa menit baru centang. (Lemot)",AT0022,Karena terkadang wa tidak centang gambar jam saja Beberapa menit baru centang Lemot ,karena terkadang wa tidak centang gambar jam saja beberapa menit baru centang lemot ,"['karena', 'terkadang', 'wa', 'tidak', 'centang', 'gambar', 'jam', 'saja', 'beberapa', 'menit', 'baru', 'centang', 'lemot']","['karena', 'terkadang', 'wa', 'tidak', 'centang', 'gambar', 'jam', 'saja', 'beberapa', 'menit', 'baru', 'centang', 'lambat']","['terkadang', 'wa', 'tidak', 'centang', 'gambar', 'jam', 'menit', 'centang', 'lambat']","['terkadang', 'wa', 'tidak', 'centang', 'gambar', 'jam', 'menit', 'centang', 'lambat']",terkadang wa tidak centang gambar jam menit centang lambat,2
Wifi di tempat saya gangguan min,KP1084,Wifi di tempat saya gangguan min,wifi di tempat saya gangguan min,"['wifi', 'di', 'tempat', 'saya', 'gangguan', 'min']","['wifi', 'di', 'tempat', 'saya', 'gangguan', 'min']","['wifi', 'gangguan', 'min']","['wifi', 'ganggu', 'min']",wifi ganggu min,2
"Iya tau kak,,masuk ke situ gak bisa, pasword x gak bisa",KP2288,Iya tau kak masuk ke situ gak bisa pasword x gak bisa,iya tau kak masuk ke situ gak bisa pasword x gak bisa,"['iya', 'tau', 'kak', 'masuk', 'ke', 'situ', 'gak', 'bisa', 'pasword', 'x', 'gak', 'bisa']","['iya', 'tahu', 'kak', 'masuk', 'ke', 'situ', 'gak', 'bisa', 'pasword', 'x', 'gak', 'bisa']","['iya', 'kak', 'masuk', 'situ', 'gak', 'pasword', 'x', 'gak']","['iya', 'kak', 'masuk', 'situ', 'gak', 'pasword', 'x', 'gak']",iya kak masuk situ gak pasword x gak,1
Apa tidak di cek dulu dari sistem kenapa bisa loss,KI2895,Apa tidak di cek dulu dari sistem kenapa bisa loss,apa tidak di cek dulu dari sistem kenapa bisa loss,"['apa', 'tidak', 'di', 'cek', 'dulu', 'dari', 'sistem', 'kenapa', 'bisa', 'loss']","['apa', 'tidak', 'di', 'cek', 'dulu', 'dari', 'sistem', 'kenapa', 'bisa', 'loss']","['tidak', 'cek', 'sistem', 'loss']","['tidak', 'cek', 'sistem', 'loss']",tidak cek sistem loss,1
Biasanya di cek dulu,KI2895,Biasanya di cek dulu,biasanya di cek dulu,"['biasanya', 'di', 'cek', 'dulu']","['biasanya', 'di', 'cek', 'dulu']",['cek'],['cek'],cek,1
Mohon info bayar internet apa harus pakai bca?,KJ1181,Mohon info bayar internet apa harus pakai bca ,mohon info bayar internet apa harus pakai bca ,"['mohon', 'info', 'bayar', 'internet', 'apa', 'harus', 'pakai', 'bca']","['mohon', 'informasi', 'bayar', 'internet', 'apa', 'harus', 'pakai', 'bca']","['mohon', 'informasi', 'bayar', 'internet', 'pakai', 'bca']","['mohon', 'informasi', 'bayar', 'internet', 'pakai', 'bca']",mohon informasi bayar internet pakai bca,1
Ini bukti pembayarannya kak🙏,KI2341,Ini bukti pembayarannya kak ,ini bukti pembayarannya kak ,"['ini', 'bukti', 'pembayarannya', 'kak']","['ini', 'bukti', 'pembayarannya', 'kak']","['bukti', 'pembayarannya', 'kak']","['bukti', 'bayar', 'kak']",bukti bayar kak,1
Hr ini bisa di pasang ya,KD1191,Hr ini bisa di pasang ya,hr ini bisa di pasang ya,"['hr', 'ini', 'bisa', 'di', 'pasang', 'ya']","['hari', 'ini', 'bisa', 'di', 'pasang', 'iya']","['pasang', 'iya']","['pasang', 'iya']",pasang iya,1
"Mau bayar waifi,nmrnya pake yang ini ya",KI2341,Mau bayar waifi nmrnya pake yang ini ya,mau bayar waifi nmrnya pake yang ini ya,"['mau', 'bayar', 'waifi', 'nmrnya', 'pake', 'yang', 'ini', 'ya']","['mau', 'bayar', 'waifi', 'nmrnya', 'pakai', 'yang', 'ini', 'iya']","['bayar', 'waifi', 'nmrnya', 'pakai', 'iya']","['bayar', 'waifi', 'nmrnya', 'pakai', 'iya']",bayar waifi nmrnya pakai iya,1
Bisa langsung bayar aj ngk mas,KI2341,Bisa langsung bayar aj ngk mas,bisa langsung bayar aj ngk mas,"['bisa', 'langsung', 'bayar', 'aj', 'ngk', 'mas']","['bisa', 'langsung', 'bayar', 'saja', 'ngk', 'mas']","['bayar', 'ngk', 'mas']","['bayar', 'ngk', 'mas']",bayar ngk mas,1
Ini susa masuk aplikasinya kak,KI2341,Ini susa masuk aplikasinya kak,ini susa masuk aplikasinya kak,"['ini', 'susa', 'masuk', 'aplikasinya', 'kak']","['ini', 'susa', 'masuk', 'aplikasinya', 'kak']","['susa', 'masuk', 'aplikasinya', 'kak']","['susa', 'masuk', 'aplikasi', 'kak']",susa masuk aplikasi kak,1
perkiraan jam berapa ya kak?,STKP0036,perkiraan jam berapa ya kak ,perkiraan jam berapa ya kak ,"['perkiraan', 'jam', 'berapa', 'ya', 'kak']","['perkiraan', 'jam', 'berapa', 'iya', 'kak']","['perkiraan', 'jam', 'iya', 'kak']","['kira', 'jam', 'iya', 'kak']",kira jam iya kak,1
"Dear Sobat Kapten,  ID Pelanggan: KI1016 Nama: Sugeng Sudiwiyanto Paket: 10 Mbps Jatuh Tempo: 05 Oktober 2025 Total Tagihan: Rp 169.500 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000003363 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",KI1016,Dear Sobat Kapten ID Pelanggan KI Nama Sugeng Sudiwiyanto Paket Mbps Jatuh Tempo Oktober Total Tagihan Rp sudah termasuk ppn dan biaya layanan Nomor VA BCA hanya dapat dibayar melalui rekening Bank BCA Note Jika membutuhkan metode pembayaran lain Alfamart Indomaret atau bank lain silakan instal aplikasi Kapten Naratel Per September seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp Nomor VA BCA tetap tidak berubah setiap bulan Unduh aplikasi Kapten Naratel di Play Store Panduan instalasi aplikasi Panduan pembayaran melalui aplikasi Apabila mengalami kendala instalasi atau pembayaran silakan hubungi Customer Service Kapten Naratel Terima kasih ,dear sobat kapten id pelanggan ki nama sugeng sudiwiyanto paket mbps jatuh tempo oktober total tagihan rp sudah termasuk ppn dan biaya layanan nomor va bca hanya dapat dibayar melalui rekening bank bca note jika membutuhkan metode pembayaran lain alfamart indomaret atau bank lain silakan instal aplikasi kapten naratel per september seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui whatsapp nomor va bca tetap tidak berubah setiap bulan unduh aplikasi kapten naratel di play store panduan instalasi aplikasi panduan pembayaran melalui aplikasi apabila mengalami kendala instalasi atau pembayaran silakan hubungi customer service kapten naratel terima kasih ,"['dear', 'sobat', 'kapten', 'id', 'pelanggan', 'ki', 'nama', 'sugeng', 'sudiwiyanto', 'paket', 'mbps', 'jatuh', 'tempo', 'oktober', 'total', 'tagihan', 'rp', 'sudah', 'termasuk', 'ppn', 'dan', 'biaya', 'layanan', 'nomor', 'va', 'bca', 'hanya', 'dapat', 'dibayar', 'melalui', 'rekening', 'bank', 'bca', 'note', 'jika', 'membutuhkan', 'metode', 'pembayaran', 'lain', 'alfamart', 'indomaret', 'atau', 'bank', 'lain', 'silakan', 'instal', 'aplikasi', 'kapten', 'naratel', 'per', 'september', 'seluruh', 'notifikasi', 'akan', 'dikirimkan', 'melalui', 'aplikasi', 'dan', 'tidak', 'lagi', 'melalui', 'whatsapp', 'nomor', 'va', 'bca', 'tetap', 'tidak', 'berubah', 'setiap', 'bulan', 'unduh', 'aplikasi', 'kapten', 'naratel', 'di', 'play', 'store', 'panduan', 'instalasi', 'aplikasi', 'panduan', 'pembayaran', 'melalui', 'aplikasi', 'apabila', 'mengalami', 'kendala', 'instalasi', 'atau', 'pembayaran', 'silakan', 'hubungi', 'customer', 'service', 'kapten', 'naratel', 'terima', 'kasih']","['dear', 'sobat', 'kapten', 'id', 'pelanggan', 'ki', 'nama', 'sugeng', 'sudiwiyanto', 'paket', 'mbps', 'jatuh', 'tempo', 'oktober', 'total', 'tagihan', 'rp', 'sudah', 'termasuk', 'ppn', 'dan', 'biaya', 'layanan', 'nomor', 'va', 'bca', 'hanya', 'dapat', 'dibayar', 'melalui', 'rekening', 'bank', 'bca', 'note', 'jika', 'membutuhkan', 'metode', 'pembayaran', 'lain', 'alfamart', 'indomaret', 'atau', 'bank', 'lain', 'silakan', 'instal', 'aplikasi', 'kapten', 'naratel', 'per', 'september', 'seluruh', 'notifikasi', 'akan', 'dikirimkan', 'melalui', 'aplikasi', 'dan', 'tidak', 'lagi', 'melalui', 'whatsapp', 'nomor', 'va', 'bca', 'tetap', 'tidak', 'berubah', 'setiap', 'bulan', 'unduh', 'aplikasi', 'kapten', 'naratel', 'di', 'play', 'store', 'panduan', 'instalasi', 'aplikasi', 'panduan', 'pembayaran', 'melalui', 'aplikasi', 'apabila', 'mengalami', 'kendala', 'instalasi', 'atau', 'pembayaran', 'silakan', 'hubungi', 'customer', 'service', 'kapten', 'naratel', 'terima', 'kasih']","['dear', 'sobat', 'kapten', 'id', 'pelanggan', 'ki', 'nama', 'sugeng', 'sudiwiyanto', 'paket', 'mbps', 'jatuh', 'tempo', 'oktober', 'total', 'tagihan', 'rp', 'ppn', 'biaya', 'layanan', 'nomor', 'va', 'bca', 'dibayar', 'rekening', 'bank', 'bca', 'note', 'membutuhkan', 'metode', 'pembayaran', 'alfamart', 'indomaret', 'bank', 'silakan', 'instal', 'aplikasi', 'kapten', 'naratel', 'september', 'notifikasi', 'dikirimkan', 'aplikasi', 'tidak', 'whatsapp', 'nomor', 'va', 'bca', 'tidak', 'berubah', 'unduh', 'aplikasi', 'kapten', 'naratel', 'play', 'store', 'panduan', 'instalasi', 'aplikasi', 'panduan', 'pembayaran', 'aplikasi', 'mengalami', 'kendala', 'instalasi', 'pembayaran', 'silakan', 'hubungi', 'customer', 'service', 'kapten', 'naratel', 'terima', 'kasih']","['dear', 'sobat', 'kapten', 'id', 'langgan', 'ki', 'nama', 'sugeng', 'sudiwiyanto', 'paket', 'mbps', 'jatuh', 'tempo', 'oktober', 'total', 'tagih', 'rp', 'ppn', 'biaya', 'layan', 'nomor', 'va', 'bca', 'bayar', 'rekening', 'bank', 'bca', 'note', 'butuh', 'metode', 'bayar', 'alfamart', 'indomaret', 'bank', 'sila', 'instal', 'aplikasi', 'kapten', 'naratel', 'september', 'notifikasi', 'kirim', 'aplikasi', 'tidak', 'whatsapp', 'nomor', 'va', 'bca', 'tidak', 'ubah', 'unduh', 'aplikasi', 'kapten', 'naratel', 'play', 'store', 'pandu', 'instalasi', 'aplikasi', 'pandu', 'bayar', 'aplikasi', 'alami', 'kendala', 'instalasi', 'bayar', 'sila', 'hubung', 'customer', 'service', 'kapten', 'naratel', 'terima', 'kasih']",dear sobat kapten id langgan ki nama sugeng sudiwiyanto paket mbps jatuh tempo oktober total tagih rp ppn biaya layan nomor va bca bayar rekening bank bca note butuh metode bayar alfamart indomaret bank sila instal aplikasi kapten naratel september notifikasi kirim aplikasi tidak whatsapp nomor va bca tidak ubah unduh aplikasi kapten naratel play store pandu instalasi aplikasi pandu bayar aplikasi alami kendala instalasi bayar sila hubung customer service kapten naratel terima kasih,1
