message,kode_user,severity,severity_manual
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: Jl Erlangga no 66 rt 05 rw 04 pasuruan Kelurahan: Purworejo Share location: Tahu Kapten Naratel darimana: saudara       Terima kasih 😊",KP0850,0,1
Kak ini wifi nya lemot 🙏🙏 KT1856,KT1856,2,3
Jalan raya krebet bululawang ter-cover?,,0,1
Lokasi Mijen Semarang,,0,4
Ok saya mau yg bayar 150 rb,,1,1
Trrsambung tampa interner,KM1842,0,1
apakah bisa diaktifkan lembali?,,0,2
Pake TF aja kak,KT1109,1,4
Gak jelas ini,JT0086,0,3
"iya, syaratnya apa aja Mas",,0,4
160rb perbulan ya mas,,0,2
yg 10 mbps,,0,3
"Bisa tolong dibantu mengisikan terlebih dahulu kak nomor/nama kontak : 081339394825, Akbar Yusuf alamat : shareloc :",,0,1
"Bisa tolong dibantu mengisikan terlebih dahulu kak nomor/nama kontak : 081339394825, Akbar Yusuf alamat : jln. joyo raharjo, gang 2, nomor 255, kelurahan merjosari, kec. lowokwaru, kota mlang shareloc :",,0,1
Bantu ganti sandi wafi mas,KT1109,0,2
Ya udah mau psang yg 5mbps aja kak,KP2334,0,1
Masih lama a kk,KD0870,0,1
di ubah aja email-nya kak,KN0297,0,1
Kira kira berapa lama sampai bisa,,0,2
Gak bisa ya,,0,1
Internet belum bisa,KJ1709,0,2
Baru saja di bayar,KJ1709,1,1
Udh selesai pendaftarannya kak,KP2334,0,1
Mukhamad kiki maulana.,KP2334,0,2
"Saya dapat info dari iklan, Ada paket apa saja?",,1,1
Tunai saat pemasangan aja kak,KP2334,0,1
mhn linknya Mas,,0,1
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: madyopuro gang 3A  kav 6 Kelurahan:madyopuro Share location: Tahu Kapten Naratel darimana:   FB    Terima kasih 😊",,0,3
"Dear Sobat Kapten,  ID Pelanggan: KM3743 Nama:  Muhamad Saiful Rizal Paket: 5 Mbps Jatuh Tempo: 06 Oktober 2025 Total Tagihan: Rp 123.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000011808 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala","KM0875, KM3743",1,2
Mbak uda bayar ya,"KM0875, KM3743",1,2
Jadwal isi ulang paket Tgl 22 Oktober ya,KT1317,1,1
Terimakasih kembali kak.,KP2334,0,1
"Saya dapat info dari iklan, Ada Promo apa saja?",,1,1
10 perangkat ya?,,0,1
Modem ada kak tapi tidak ada kabel konektor ke listriknya kak,,0,4
Bisa di share paketnya kak?,KJ2307,0,2
gk ada internet nya,JT0976,0,1
Jln danau sarangan atas F6 B34 sawojajar malang,,0,3
Gmn kk ini tf ke rekening yg mana kc lama ngerespon y,KM2259,1,2
Iya soalnya konektornya tidak ada kak,,0,4
Kok sering oerbaikan perbaikan gitu ?,JT0102,0,1
Terima kasih telah menghubungi Kurnia Jaya. Silakan beri tahu apa yang dapat kami bantu.,KM1731,0,2
Terima kasih telah menghubungi Amira cake n Frozen  Silakan beri tahu apa yang dapat kami bantu.🥰,KM1669,0,1
Please wait for a moment I will respons this message,KD0253,0,2
Sore mas.. ini SDH sejam.. ada gangguan kah?,KD0810,2,1
Selain pemasangan gratis apa tdk ada promo lain kak,,1,1
Untuk apk nya blm di download mas,KT1109,0,1
"Baik kak, mkcih info 👍😁",KD0529,0,3
Owh gitu ya kak,,0,2
Peket naratel 5 mbps ini ta kak,,0,2
"Terima kasih telah menghubungi GRIYA PUNCAK TIDAR.salam kenal nama saya Zain,mohon maaf dengan BPK/ibu siapa ngih?.. ada yang bisa kami bantu mengenai info perum kami. Kami ada 3 type bangunan .masing2 type sbb: *randal *Danish *Queen  Mungkin dari BPK/ibu mau tau info type rumah yang mana Monggo bisa kami jelaskan?",KT0438,0,2
Biar mau bayar,KT1109,1,1
kak minta di ganti Dharmawan’s aja nggk kak,JT0976,0,3
soalnya tadi bingung,JT0976,0,4
Kendala nya ada di sinyal nya yg nggak kuat Bukan tv nya,KD1851,0,3
nanti sy coba lg,,0,1
Bisa bantu kirim no reknya ka,KT1109,0,1
Wifi sudah terpasang,KD1851,0,2
"_Sudah, cobalah datang Teknisi ke Rumah di checkan lagi_",JT0102,0,1
Nggak kebaca di tv nya,KD1851,0,2
lokasinya tdk bs diklik,,0,4
Sore apa lokasi mbunut wetan terjangkau dgn kapten,,0,2
Gini ya kak?,STKI0015,0,2
"coba diperiksa, apakah berhasil daftarnya",,0,1
Tp kok ndk bs ya,KM3196,0,1
Saya TF aja y kak,KT1109,1,2
Thank you for contacting Rizki Digital Merchadise! Please let us know how we can help you.,KI2238,0,1
Terima kasih telah menghubungi Distributor Pusat Gudang Skincare Indonesia   Kunjungi toko saya di Shopee! shireen_kosmetik: https://id.shp.ee/jUsnGbK,KI2246,0,2
"Terima kasih ,telah menghubungi",KM3507,0,1
Oke kak sudah,,0,3
Sudah di restart kok tetep,,0,2
Di tv tidak terbaca kakak,KD1851,0,3
Ini sinyal nya yg lemah atau bagaimana,KD1851,0,4
Ini wifi di bawa lantai 1 di atas masa nggak kebaca dilantai 2,KD1851,0,1
Itu sering kak kadang pagi siang trus mlm juga,,0,4
Gimana kak soal nya saya juga mau bayar tagihan,,1,1
Berartii kebanyakan yang pakai ya,,0,2
Tolong diperbaiki ya kak,KD1851,0,1
Sy tgg teamnya di lokasi,KD1851,0,4
Apa ini betul resmi dari naratel??,KM2635,0,1
"Beeh,trus gk ada kompensasi ini.",KM3470,0,2
Sudahh kak normal kembali,,0,2
Hai kak mau tanya Untuk cek cara melihat perangkat wifi yang pakai siapa aja gimana ya,KI3073,1,1
Mau bayar wifi transper nmr rekeningnya,KJ2331,1,1
Bisa cuma sinyal lemah,KD1851,0,1
Sy butuh wifi buat tv sama cctv,KD1851,0,4
Tolong di perbaiki segera ya,KD1851,0,1
Saya coba begini kak,KI3073,0,1
Trus kalau gini lagi gmn kak,,0,1
Untuk pembayaran kak?,STKI0015,0,1
Ini kak ambil yang 120,,0,2
Ini shareloknya ya kak,,0,4
Untuk verifikasi & pemasangan apakah butuh waktu lama kak?,STKI0015,0,1
"selamat malam kak, izin bertanya kalau misalkan tidak bisa buka Web/ seperti Microsoft teams  itu kenapa ya kak? apa ada solusi?",JT1186,0,3
aku lupaa soalnya waku habis ke restart,KM1722,0,1
harus download apk dulu ta ini ka,KM1722,0,2
maksudnya ini biaya pemasangan atau bulanan,,0,1
Kak dalam 3 hari terkahir ini kok sering gini ya,,0,2
Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: JT0894 Nama: teh tarik jodi Alasan Berhenti Berlangganan: sudah tidak berjualan Jadwal Pengambilan Modem: sabtu  Jam: 11 siang  Sharelocation:  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,JT0894,4,3
"saya byar tunai di teknisi, apakah hr ini bs pasang mas",,1,1
Apa dapat fee cashback kak?,,0,4
Tiba2 putus trus gak bisa masuk,,1,2
Baik Diatur aja biar semua bisa ya kak,KD1851,0,1
Sudah saya bayar kak,JT0508,1,2
Besok yaa soalnya kita sudah tidak di sana,JT0894,0,1
ini kak untuk email barunya,KN0297,0,4
ini harus sama password email nya jga?,KN0297,0,2
id nya : KN0297 kak,KN0297,0,1
yg ini ya kak,KN0297,0,2
Dipindah kelantai 2 aja,KD1851,0,1
Gimana ini kak?,,0,1
terima kasih informasinya 🙏,KT0798,0,1
Untuk pembayaran bulannan atas nama raka fitra sudah ya,KI1908,0,1
udah ya kak,KN0297,0,2
Masa aktiv by.u nya kok di kurangi terus,KM3715,0,1
Ini bisa cuma seminggu ya bulan depan,KM3715,0,1
Saya mau balik ke paket yg 5mb bisa?,KM3715,1,1
Skalian mau bayar bulanan.,KM3715,1,1
secepatnya ya kak biar langsung dibayar,KN0297,0,3
Alamat pakis apa bisa..,,0,2
Dinda Salsa Fatkhurrahim,STKI0015,0,2
Ka dari wifi kapten naratel ya,,0,2
iya kak benar,KN0297,0,2
Ngisi data yg mana lagi kak,KP2364,0,1
KD0714  Saya sudah melakukan pembayaran,KD0714,0,2
habis sy ganti username nya skrang lupa😅,KM1780,0,2
ini untuk password nya gmna ya kak?,KN0297,0,2
dari 5 Mbps ke 15 Mbps kak,KN0297,0,1
Ada promo ya wifi kapten 99.000 15mbps per bulan ya,,1,1
id pelanggan KN0297,KN0297,0,1
Malam ini kak,KD1851,0,2
Besok pagi bisa kak,KD1851,0,2
oke cepat ya kak wkwk,KN0297,0,3
Sudah pulang org2 kak,KD1851,0,1
di klik menu pembayaran lagi ya?,KN0297,0,2
Baik kak terimakasih,KT2079,0,1
Ok Terima kasih kak,KD1851,0,3
berarti klik yg status pembayaran ya?,KN0297,0,1
ini masih pembayaran 5 mbps ya ?,KN0297,0,1
Udah ya kak,KT2079,0,1
ganti ajii aja kak,KM1780,0,2
masih lama ya kak😁,KN0297,0,4
ko ini buat pembayaran 5 Mbps nya ya kak?,KN0297,0,4
Malam kak. Mau pembayaran,KP0850,0,1
bukan 5 lagi?,KN0297,0,2
berarti nanti langsung jadi 15 Mbps ya kak,KN0297,0,1
"Nama, nomor telfon: rizqi achmad, 081233031044 Alamat Pemasangan: jl. Tanjung putra yudha 6/32 RT 9 RW 11 sukun Malang Kelurahan: tanjung rejo Share location: https://maps.app.goo.gl/QA4S1KRrNfE3NneQ8?g_st=aw Tahu Kapten Naratel darimana: dari banner² pinggir jalan",,0,2
iya ini udah kak,KN0297,0,2
transfer brimo ke briva bisa ya kak?,KN0297,1,1
Maksudnya 2 perangkat itu gimana,,0,1
Sebelah mana posisi ODP nya kak?,,0,3
ngak punya aplikasi BCA kak,KN0297,0,3
pakai brimo bisa ya kak?,KN0297,0,1
Selamat malam Kapten Naratel..,KN0596,0,1
Mohon info mau bayar Tagihan Internet untuk bulan ini.,KN0596,1,4
Sering kayak gini skrng knpa ya,,0,2
Gak kedip sama sekali,,0,1
Ini wifinya kok gini lagi ya kak,,0,2
Dalam 3 minggu ini sering kayak gini,,0,1
Minta no rek bca,KM0286,0,1
kok kek gini ya kak?,KN0297,0,4
Padahal cuma pemakaian 2 hp aja Lo ini,JT1042,0,2
"Okeyy baik kak, mohon di ganti paswordnya kak",,0,2
Candi raya 2 apa udh di cover? Deket galunggung,,0,1
cuman punya brimo kak,KN0297,0,1
no virtual nya mana kak?,KN0297,0,2
Masih gak bisa mbak,KM3715,0,1
Jadi pasang 5 mbps harga 120 rb itu kak,,1,3
Apa ini memang pelayanan resmi dari kapten naratel kak?,,0,1
waktu itu kan biasa bayar nya langsung transfer ke briva kak,KN0297,1,1
Kak minta kode pembayaran wifi dengan ID KD1758,"KD0965, KD1758, KD1812",0,1
Mas minta rek nya BRI mau ngisi wifi,KT1936,0,4
Ooo sudah bisa,KI1967,0,1
Jadi ga bisa untuk TV ya youtube gtu,,0,4
Husus HP saja,,0,1
No VA nya tetap ini kan ?,,0,4
Oke kak  Terimakasih,,0,1
Sudah kak mksh,,0,4
Oke di tunggu mau ngaktifkan kak,KT1936,0,2
Apa bisa masang wifie di area blimbing kesatrian kak,,0,4
Kirim ke no ini kak,KT1109,0,1
ini udah bisa di pakai kak?,KN0297,0,4
penambahan paketnya selesai hari ini ya?,KN0297,0,1
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama/Nomor hubung (wajib isi): catur yuli/+6281233129331 Alamat Pemasangan (wajib isi) : jl pemandian 155b Rt 7 rw 9 kel. Kesatrian kec. Blimbing Kelurahan: kestrian Share location (wajib isi) :  Tahu Kapten Naratel darimana : saudara  Terima kasih 😊",,0,1
Lampu internetnya mati,KM3715,2,3
Mau bayar wifi kak,,1,2
Untuk pemasangan di malang bisa ya?,,0,4
Info harga paketnya ada?,,1,1
Pilihan Paket nya apa masih sama kak?,,1,2
082334874157 Bapak Tubani,KM0817,0,2
Ini terlalu sering gangguan juga,KM3715,2,2
"Saya dapat info dari iklan, Ada paket apa saja?",,1,1
Kok bisa lebih murah superstar ya kak?,,0,1
"ini sudah melakukan pembayaran kak , selanjutnya bagaimana kak, soalnya baru pertama kali pembayaran",KI3323,0,1
Mungkin paket 5 mbps dulu kak,,1,2
Mau tanya cara memblokir perangkat yang sambung ke WiFi kita tanpa ijin,KT1267,0,1
Terimakasih  Sdh teratasi dengan baik,KM1291,0,2
Cara nya gmn,,0,2
Apa bisa ikut promo nya,,1,1
Ijin minta info untuk pemasangan wifi kak,,0,1
TF ke sini ka,KT1109,1,2
Selamat siang Utk bayar perpanjangan apakah bisa melalui indomaret ?  Soalnya mau kekantor hujan,JT0681,1,1
Metode Pembayaran apa kak,,0,3
Waduh hp saya sdh g muat buat download aplikasi kak,KJ1370,0,3
Tunai bisa ta cash kak,,0,2
Pemasangan hari sabtu ya kak,,0,1
Iya cash kak,,0,2
"Halo, dengan Fafa Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: Klampok kasri 203 B Kelurahan: Gading Kasri Share location: Tahu Kapten Naratel darimana:   iklan fb    Terima kasih 😊",,0,2
Hallo selamat malam,,0,2
Baik min makasih,,0,1
Apa ini masih tersedia?,,0,1
Soalnya sampe sekarang juga gk stabil min jaringanya nonton YouTube juga lag banget,,2,2
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama/Nomor hubung (wajib isi): Thomy/082132185462 Alamat Pemasangan (wajib isi) : Jln. Arjuno Gang 1 Kelurahan: Klojen Share location (wajib isi) :  Tahu Kapten Naratel darimana : dari poster yang dipasang di Sawojajar   Terima kasih 😊",,0,1
Sdh daftar kak,,0,2
Kok belum terrhubung internnet,"KT0410, KT1713, KT1923",0,1
Gaklah mas sya pake Indihome 74 Mbps hanya 280fibuan aja,,0,1
Tp munculnya 0000,"KT0410, KT1713, KT1923",0,1
Atas nama haryo dirgantoro,"KT0410, KT1713, KT1923",0,1
Yg dimana itu,"KT0410, KT1713, KT1923",0,3
Apa alamat mac,"KT0410, KT1713, KT1923",0,3
Saya telah berhasil mengirimkan Rp122.500 ke rekening kamu melalui SeaBank.,JT1120,0,1
okee kak ditunggu,KI3323,0,1
Tetep nyalain sampai pagi kak,KD1131,0,3
apa betul harga internet indonesia mahal,KM2796,1,4
Setengah 9 pagi kak,,0,1
Kak ini bayar besok pagi ya,KD1131,1,1
Baik kak tetep nyalain ys,KD1131,0,4
Kan jatuh temponya masih nanti pagi,KD1131,0,1
Maaf mau tanya...ini untuk internetnya apa memang masa pemakaiannya Uda habis atau belum???,KJ2081,0,1
Soalnya tidak bisa nyambung,KJ2081,0,1
Kalau memang habis apa bisa diperpanjang?? Untuk pembayarannya bagaimana??,KJ2081,0,1
Ini tadi mau bayar via virtual account BCA pake yg bulan lalu kok gak bisa,KJ2081,1,2
"Dear Sobat *Makulada De Jesus,*  - Abaikan pesan ini jika sudah melakukan pembayaran - Pembayaran menggunakan Virtual Account TIDAK PERLU KONFIRMASI, masa aktif diperpanjang otomatis oleh sistem +/- 10 menit - Harap tidak melakukan pembayaran menggunakan Virtual Account pukul 23.00 WIB s/d 01.00 WIB untuk menghidari kegagalan extend otomatis di sisi sistem  ID Pelanggan	: KT1008 Paket Layanan	: 10 Mbps Jatuh Tempo		: 09-December-2024 Total Tagihan BRIVA: *Rp. 175.000* Nomor BRIVA : 1342-0000-0010-873 a/n Makulada De Jesus  Total Tagihan VA BCA: *Rp. 177.775* (Rp 2.775 adalah biaya admin layanan sistem VA BCA untuk otomatisasi perpanjangan masa aktif) Nomor VA BCA : 1338-5010-873 a/n Makulada De Jesus  Cara pembayaran https://pembayaran.kaptennaratel.com Note : - Biaya admin VA BCA 2.775 belum termasuk biaya admin transfer antar bank - Pembayaran melalui BRIVA dikenakan biaya admin 1.500  - Pembayaran *BRIVA TIDAK BISA* dilakukan melalui SHOPEEPAY, OVO dan GOPAY - Pembayaran *VA BCA TIDAK BISA* dilakukan melalui ATM Bank Lain, Link Aja, GOPAY, OVO dan FLIP  Apabila ada keluhan dan kendala layanan wifi kami, silahkan menghubungi nomor https://wa.me/+6288212022222  Terima kasih 🙏🏻🙏🏻 ",,1,2
ini promonya masih ada?,,0,4
Meskipun pemakaiannya Uda hbis?,KJ2081,0,1
"Terima kasih sudah menghubungi Omah Kos 37. Mohon ditunggu, kami akan membalas pesan anda secepatnya.","KJ0704, KJ0804, KJ0798",0,1
Belum bisa mas,KT1109,0,4
Kak ini kok pembayaran di indomaret kok gabisa,KM1727,0,1
Kenapa jaringan masih sering down?,JT0183,0,2
Kak maaf lewat briva aja,"KP1066, KP1078",0,3
Bantu apdeit  wafi nya,KT1109,0,1
Untuk virtual account nya pake yg bulan lalu brrt?,KJ2081,0,1
Ini kenapa ya wifi tiap dekat2 hari pembayaran mesti lemot ya,JT1042,2,1
Masak tiap bulan saya harus komplen terus,JT1042,0,1
Yg d indo Mart aja boooozzz🙏🙏🙏,KP1632,0,1
Oh baik kak terimakasih,JT0183,0,1
Kalau TF kemana kak,,1,4
Maaf kak  sy td tepatin janji 🙏tapi kmi akn passang kak krna kmi sgtt butuh  sekli😌....  Sy sda dftr semua tpi pngruh keyboard hp eror jdi td visa ksi masukn e-mail... Jdi hrs pke hp temn,,0,4
Iy kak 🙏,,0,1
Sudah bs mbak,KM3715,0,1
Kak sy mau upgrade ke 15mbps bisa ?,KJ2307,0,1
Pembayaran lewat alfa Mart/ indomart,KP1632,0,1
ITu kak but huruf Kecil nggk bisa,,0,2
Ok kak besok bru aku coba,,0,1
"Selamat mlm kk, sy atas nama Maria Fatima Luruk klau Mau minta nomor akun virtual, soalnya wifi sdh habis",,0,3
ID Pelanggan: Kt 2013,,0,4
Trimakasih banyak kak🙏,,0,1
Tdk ad kak🙏,,0,1
yang harga 130 Mb kak,,1,1
"baik kak,120 ribu",,0,1
iya bener kak,KI3307,0,1
halo min mau tanya kenapa akhir akhir ini jatim wifi tidak stabil? sehingga menyebabkan pekerjaan kami sedikit terganggu,KI3307,0,3
Done ya kak,KT1311,0,1
hampir semua akses kak,KI3307,0,2
Belum perna kak,,0,2
Biasanya ndaak bisa a,KD1131,0,1
"sudah pasang kak, cuman mau tanya aja promo ini masih ada gak?",,1,3
Flat ga harganya,,0,1
Kak itu pake bri,KD1131,0,1
Mbk sy mau bayar wfi minta VA BRI,KT0785,1,1
Tak bayar dibri biasanya ya,KD1131,1,3
daerah ini ada gak kak?,,0,2
sementara masi aman kak,KI3307,0,3
Samaaja kan ya,KD1131,0,1
Pake ini biasanya,KD1131,0,1
muhammad haykal basier,,0,2
Kok ganti lagi,KD1131,0,2
Ditunggu ya ka,,0,1
"Saya dapat info dari iklan, Ada Promo apa saja?",,1,1
kalau aktifkan turbo tidak menjadi persoalan to kak?,KI3323,0,1
Terimakasih  Sdh paham. 👍🇮🇩,KT0361,0,1
Kenapa sya transfer kok gak bisa,KD1132,1,1
Bayar kmn ya,,1,2
Minta rekenninng BRi. Gzakbisa bca trim,JT0710,0,1
Kak kok masih gak bisa wifi nya,KD1221,0,4
"Halo, dengan Amanda Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: BINTINGAN Kelurahan: BUGUL KIDOL Share location: Tahu Kapten Naratel darimana: DARI TETANGGA    Terima kasih 😊",KP2364,0,1
Iya kak kdang conect kdang reconext,JT0183,0,1
Tidak ada konfirmasi tagihan dan saya bayar melalui VA BCA nomer nya tidak valid,,1,3
"Kak sudah bisa, mohon di bantu untuk mengaktifkan kembali ya kak",,0,4
Bayar lewat briva bisa kak,"KP1066, KP1078",1,3
"Alamat, bintingan Kecamatan, bugul kidol",KP2364,0,1
"Oke kak,Terimakasih kak sudah di bantu🙏🏻",,0,1
Tak tunggu rekening bri aku mau bayar trim,JT0710,1,2
"Nama pemasang, usman",KP2364,0,1
Apa sudah masuk genitri,,1,2
"Tunai Saat Pemasangan aja kak, bisa ya?",,0,1
"Halo, dengan Amanda Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: usaman bintingan rt 01 rw 06 Kelurahan: bugul kidul Share location: Tahu Kapten Naratel darimana:  tetangga    Terima kasih 😊",KP2364,0,1
assalamualaikum kak saya barusan pembayaran wifi pagi ini tapi jaring internet masih belum terkoneksi 🙏🏼🙏🏼🙏🏼,KT1941,0,3
"Kira""di pasang kapan y kak",KP2364,1,3
pagi ini ada kunjungan..apakah betul ada program ini,KM2796,0,1
Jam 9y kak,KP2364,0,1
Jln ir. h. Juanda no 04.dsn bintingan rt 1 rw 6,KP2364,0,1
Bagaimana promo nya,,1,1
Sudah terkonek LG kak. Td smpat terputus🙏🏻,KP1989,0,1
Saya bicarakan dulu dengan suami ya,,0,3
"baik kak, untuk no rekeningnya boleh di kirim🙏",,0,1
"Hallo, kak saya, sudah isi yaaa",KT1245,0,1
Mohon bantuannya. mintak no pembayaran ke Indomaret. Atas nama mayanto,KI2553,0,3
"Halo Kak dengan Ira Customer Service layanan internet Kapten Naratel☺  Kami ingin mengkonfirmasi terkait kelanjutan layanan internetnya. Berdasarkan data kami :  ID Pelanggan : KP0365 Nama : Slamet Rianto  Internet kakak sudah termonitoring tidak aktif selama 1 hari  Mohon segera konfirmasi untuk layanan internet di perpanjang atau bagaimana?  Kami juga menginformasikan peraturan perusahaan terkait libur berlangganan maksimal selama 1 bulan sejak berakhirnya masa aktif. Jika lebih dari itu, maka sistem secara otomatis merubah status berlangganan menjadi BERHENTI BERLANGGANAN.  Nomor ini hanya untuk mengirimkan notifikasi jatuh tempo, jika membutuhkan informasi terkait Kapten Naratel mohon konfirmasi ke Customer Service kami di ‪📱‪‪‪+62 882-1202-2222‬‬‬  Terima kasih🙏🏻",,4,2
Saya mau bayar itu,,1,1
Pakai kode apa,,0,1
5 Mbps kk,KP2364,0,3
Minta kode briva min,KT1352,0,1
Gak ngerti saya,KI2553,0,1
Kak metode pembayaran bri yang mana,KI1398,0,1
"Saya dapat info dari iklan, Ada paket apa saja?",,1,3
Info paket kak,,1,4
Lah ini kok beda kak,,0,2
HP 3 mb. Yg 2 ank e d pesantren klau pulangan aja megang hp,KP2364,0,1
Jadi yg 5 mbps,KP2364,0,1
"Aman kak, sudah terbayar barusan",KT1352,0,3
"halo, mau melanjutkan yg kemarin",,0,1
pakai modem ini apa bisa?,,0,1
Pembayaran via bri ada,KD0153,0,1
"Saya dapat info dari iklan, Ada paket apa saja?",,1,2
Belum kak in saya buka apk nya,JT0183,0,1
Probolinggo bisa kak,,0,2
Di appstore ga adaaa,KI1398,0,2
"Dear Sobat Kapten,  ID Pelanggan: KI1398 Nama: Muhammad Habil Ilhami Paket: 10 Mbps Jatuh Tempo: 10 Oktober 2025 Total Tagihan: Rp 178.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000004663 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",KI1398,1,4
