id,kode_user,paket_satuan,status_log,lama_aktivasi
3068,KP1050,10 Mbps,y,9 bulan
3069,JT0706,15 Mbps,y,9 bulan
3070,KD1431,10 Mbps,y,8 bulan
3071,KD1432,10 Mbps,y,8 bulan
3072,KD1434,10 Mbps,y,8 bulan
3073,KT1596,5 Mbps,y,8 bulan
3074,JT0708,5 Mbps,g,
3075,KP1061,10 Mbps,y,8 bulan
3076,KP1066,10 Mbps,y,8 bulan
3077,JT0710,5 Mbps,y,8 bulan
3078,KP1070,10 Mbps,y,8 bulan
3079,JT0712,5 Mbps,y,8 bulan
3080,KP1072,5 Mbps,y,8 bulan
3081,AT0011,15 Mbps,n,8 bulan
3082,KP1078,5 Mbps,y,8 bulan
3083,KD1438,10 Mbps,y,8 bulan
3084,KD1439,10 Mbps,y,8 bulan
3085,KD1440,10 Mbps,y,8 bulan
3086,KP1084,5 Mbps,y,8 bulan
3087,KD1441,10 Mbps,y,8 bulan
3088,JT0713,10 Mbps,y,8 bulan
3089,JT0715,5 Mbps,y,8 bulan
3090,KT1606,10 Mbps,y,8 bulan
3091,KP1092,5 Mbps,n,8 bulan
3092,KP1095,5 Mbps,y,8 bulan
3093,KD1442,5 Mbps,g,
3094,KD1444,5 Mbps,y,8 bulan
3095,EDJT0004,10 Mbps,y,8 bulan
3096,KT1609,5 Mbps,y,8 bulan
3097,AT0013,10 Mbps,y,7 bulan
3098,KD1448,10 Mbps,y,8 bulan
3099,KD1449,10 Mbps,y,8 bulan
3100,KP1101,10 Mbps,y,8 bulan
3101,KI2955,5 Mbps,y,8 bulan
3102,KI2956,10 Mbps,y,8 bulan
3103,KT1613,5 Mbps,y,8 bulan
3104,KT1614,10 Mbps,y,8 bulan
3105,JT0725,15 Mbps,y,8 bulan
3106,KI2957,5 Mbps,g,
3107,KI2959,10 Mbps,y,8 bulan
3108,KP1118,10 Mbps,y,8 bulan
3109,KD1460,5 Mbps,y,8 bulan
3110,KN0459,15 Mbps,y,8 bulan
3111,KP1126,5 Mbps,n,8 bulan
3112,JT0728,6 Mbps,y,8 bulan
3113,KD1463,5 Mbps,y,8 bulan
3114,KT1623,5 Mbps,n,8 bulan
3115,KI2965,5 Mbps,y,8 bulan
3116,KP1136,5 Mbps,y,8 bulan
3117,KI2966,10 Mbps,y,8 bulan
3118,JT0730,10 Mbps,y,8 bulan
3119,KI2969,5 Mbps,y,8 bulan
3120,KD1466,5 Mbps,y,8 bulan
3121,KP1146,5 Mbps,n,8 bulan
3122,JT0731,11 Mbps,y,8 bulan
3123,KP1150,6 Mbps,n,8 bulan
3124,JT0732,5 Mbps,y,8 bulan
3125,KI2972,5 Mbps,y,8 bulan
3126,KP1161,5 Mbps,y,8 bulan
3127,KI2979,5 Mbps,y,8 bulan
3128,KI2980,11 Mbps,y,8 bulan
3129,KP1165,5 Mbps,y,8 bulan
3130,KD1471,10 Mbps,y,8 bulan
3131,JT0734,10 Mbps,y,8 bulan
3132,KP1170,15 Mbps,y,8 bulan
3133,KP1176,10 Mbps,y,8 bulan
3134,JT0738,5 Mbps,y,8 bulan
3135,KD1475,5 Mbps,y,8 bulan
3136,KP1181,5 Mbps,y,8 bulan
3137,JT0740,11 Mbps,n,8 bulan
3138,JT0741,10 Mbps,n,8 bulan
3139,KP1182,5 Mbps,n,8 bulan
3140,KP1183,5 Mbps,y,8 bulan
3141,KP1184,5 Mbps,y,8 bulan
3142,EDKI0003,100 Mbps,y,8 bulan
3143,KP1185,10 Mbps,y,8 bulan
3144,JT0743,10 Mbps,y,8 bulan
3145,KI2987,5 Mbps,n,8 bulan
3146,KP1192,5 Mbps,y,8 bulan
3147,JT0744,5 Mbps,y,8 bulan
3148,KD1477,10 Mbps,y,8 bulan
3149,KP1197,10 Mbps,y,8 bulan
3150,KD1478,10 Mbps,n,8 bulan
3151,KN0467,5 Mbps,y,8 bulan
3152,KD1479,10 Mbps,y,8 bulan
3153,KI2996,20 Mbps,y,8 bulan
3154,KI2997,5 Mbps,y,8 bulan
3155,KP1221,5 Mbps,y,8 bulan
3156,KI3000,10 Mbps,y,8 bulan
3157,KP1225,5 Mbps,y,8 bulan
3158,KP1228,5 Mbps,y,8 bulan
3159,KD1483,5 Mbps,y,8 bulan
3160,KP1230,10 Mbps,y,8 bulan
3161,JT0752,10 Mbps,y,8 bulan
3162,KI3003,15 Mbps,y,8 bulan
3163,KP1231,5 Mbps,y,8 bulan
3164,JT0755,5 Mbps,y,8 bulan
3165,KD1485,5 Mbps,y,8 bulan
3166,KD1486,10 Mbps,y,8 bulan
3167,KP1236,5 Mbps,y,8 bulan
3168,KP1238,5 Mbps,y,8 bulan
3169,JT0759,5 Mbps,y,8 bulan
3170,KD1492,5 Mbps,y,7 bulan
3171,JT0760,10 Mbps,y,8 bulan
3172,JT0761,10 Mbps,y,8 bulan
3173,JT0762,10 Mbps,y,8 bulan
3174,JT0763,5 Mbps,y,8 bulan
3175,KT1655,10 Mbps,y,8 bulan
3176,KT1656,5 Mbps,y,8 bulan
3177,JT0764,5 Mbps,y,8 bulan
3178,KP1248,5 Mbps,y,8 bulan
3179,KT1658,10 Mbps,y,8 bulan
3180,KI3007,5 Mbps,y,8 bulan
3181,JT0765,5 Mbps,y,8 bulan
3182,JT0768,10 Mbps,y,7 bulan
3183,KT1659,5 Mbps,y,7 bulan
3184,JT0771,10 Mbps,y,7 bulan
3185,KT1662,20 Mbps,y,7 bulan
3186,JT0773,5 Mbps,y,7 bulan
3187,KP1265,5 Mbps,y,7 bulan
3188,KP1266,10 Mbps,y,7 bulan
3189,KI3012,11 Mbps,y,7 bulan
3190,JT0776,5 Mbps,y,7 bulan
3191,KI3013,10 Mbps,y,7 bulan
3192,KP1276,5 Mbps,y,7 bulan
3193,KD1498,5 Mbps,y,7 bulan
3194,KD1499,10 Mbps,y,7 bulan
3195,KT1672,10 Mbps,y,7 bulan
3196,KP1280,5 Mbps,y,7 bulan
3197,KI3018,30 Mbps,y,7 bulan
3198,KN0480,10 Mbps,y,7 bulan
3199,EDKP0002,5 Mbps,n,7 bulan
3200,KD1503,10 Mbps,y,7 bulan
3201,JT0781,6 Mbps,y,7 bulan
3202,KP1298,5 Mbps,y,7 bulan
3203,KD1504,5 Mbps,n,7 bulan
3204,KI3025,10 Mbps,y,7 bulan
3205,KP1305,5 Mbps,y,7 bulan
3206,EDKI0005,10 Mbps,y,7 bulan
3207,KP1306,5 Mbps,y,7 bulan
3208,KP1308,5 Mbps,y,7 bulan
3209,KT1678,5 Mbps,y,7 bulan
3210,KP1313,10 Mbps,y,7 bulan
3211,KP1314,15 Mbps,n,7 bulan
3212,KP1317,5 Mbps,y,7 bulan
3213,JT0785,5 Mbps,n,7 bulan
3214,KI3031,10 Mbps,y,7 bulan
3215,KD1513,5 Mbps,y,7 bulan
3216,KD1514,10 Mbps,y,7 bulan
3217,KP1332,15 Mbps,y,7 bulan
3218,KI3032,30 Mbps,y,7 bulan
3219,KP1337,5 Mbps,y,7 bulan
3220,KP1341,10 Mbps,y,7 bulan
3221,JT0792,5 Mbps,y,7 bulan
3222,KD1516,5 Mbps,y,7 bulan
3223,JT0793,5 Mbps,y,7 bulan
3224,KP1344,10 Mbps,y,7 bulan
3225,KT1685,5 Mbps,y,7 bulan
3226,KT1686,10 Mbps,y,7 bulan
3227,KP1348,10 Mbps,y,7 bulan
3228,KP1351,15 Mbps,y,7 bulan
3229,KP1352,15 Mbps,g,
3230,KT1690,5 Mbps,y,7 bulan
3231,KP1353,50 Mbps,n,7 bulan
3232,KP1354,10 Mbps,y,7 bulan
3233,KT1696,5 Mbps,y,7 bulan
3234,KT1698,5 Mbps,y,7 bulan
3235,KP1367,5 Mbps,y,7 bulan
3236,JT0801,5 Mbps,y,7 bulan
3237,KT1705,10 Mbps,y,7 bulan
3238,KT1708,11 Mbps,y,7 bulan
3239,KD1535,6 Mbps,n,7 bulan
3240,JT0807,5 Mbps,y,7 bulan
3241,KD1540,10 Mbps,y,7 bulan
3242,KP1379,5 Mbps,y,7 bulan
3243,KP1382,10 Mbps,y,7 bulan
3244,KP1388,15 Mbps,y,7 bulan
3245,KT1713,15 Mbps,y,7 bulan
3246,KP1389,5 Mbps,g,
3247,KP1391,15 Mbps,y,7 bulan
3248,KD1542,5 Mbps,y,7 bulan
3249,KD1543,10 Mbps,y,6 bulan
3250,KT1716,5 Mbps,y,7 bulan
3251,KP1400,5 Mbps,y,6 bulan
3252,KP1404,5 Mbps,y,7 bulan
3253,KI3051,10 Mbps,y,6 bulan
3254,KI3054,5 Mbps,g,
3255,KP1412,15 Mbps,y,6 bulan
3256,KP1414,5 Mbps,y,6 bulan
3257,KI3056,10 Mbps,g,
3258,KP1415,10 Mbps,y,6 bulan
3259,KT1719,5 Mbps,y,6 bulan
3260,KP1416,5 Mbps,y,6 bulan
3261,KP1421,5 Mbps,y,6 bulan
3262,JT0818,10 Mbps,y,6 bulan
3263,KD1546,10 Mbps,g,
3264,KT1721,10 Mbps,y,6 bulan
3265,KI3058,6 Mbps,y,6 bulan
3266,KP1432,10 Mbps,y,6 bulan
3267,KP1434,5 Mbps,y,6 bulan
3268,KP1435,5 Mbps,y,6 bulan
3269,KP1436,5 Mbps,y,6 bulan
3270,JT0821,5 Mbps,y,6 bulan
3271,KD1551,5 Mbps,y,6 bulan
3272,KP1445,5 Mbps,y,6 bulan
3273,KP1446,10 Mbps,y,6 bulan
3274,KP1447,10 Mbps,y,6 bulan
3275,KI3066,5 Mbps,y,6 bulan
3276,JT0824,6 Mbps,g,
3277,KI3068,5 Mbps,y,6 bulan
3278,JT0825,10 Mbps,y,6 bulan
3279,KT1729,10 Mbps,y,6 bulan
3280,KP1453,5 Mbps,y,6 bulan
3281,KT1731,6 Mbps,y,6 bulan
3282,KP1459,5 Mbps,y,6 bulan
3283,KI3070,5 Mbps,y,6 bulan
3284,KP1464,10 Mbps,y,6 bulan
3285,KT1735,5 Mbps,y,6 bulan
3286,KP1466,5 Mbps,y,6 bulan
3287,KI3072,10 Mbps,y,6 bulan
3288,KT1737,10 Mbps,y,6 bulan
3289,JT0829,10 Mbps,y,6 bulan
3290,KI3073,5 Mbps,y,6 bulan
3291,KP1469,5 Mbps,y,6 bulan
3292,KP1472,10 Mbps,y,6 bulan
3293,JT0831,10 Mbps,y,6 bulan
3294,KI3076,10 Mbps,y,6 bulan
3295,JT0832,5 Mbps,y,6 bulan
3296,KT1742,5 Mbps,y,6 bulan
3297,JT0833,5 Mbps,y,6 bulan
3298,KP1482,5 Mbps,y,6 bulan
3299,KP1488,5 Mbps,y,6 bulan
3300,KP1490,5 Mbps,y,6 bulan
3301,KT1748,10 Mbps,y,6 bulan
3302,JT0835,10 Mbps,y,6 bulan
3303,KT1749,6 Mbps,y,6 bulan
3304,KI3079,10 Mbps,y,6 bulan
3305,KP1496,10 Mbps,y,6 bulan
3306,JT0836,10 Mbps,y,6 bulan
3307,KP1501,10 Mbps,y,6 bulan
3308,KT1752,10 Mbps,y,6 bulan
3309,KP1502,5 Mbps,y,6 bulan
3310,JT0837,10 Mbps,y,6 bulan
3311,EDKP0003,100 Mbps,y,6 bulan
3312,KP1513,5 Mbps,y,6 bulan
3313,KP1514,5 Mbps,y,6 bulan
3314,KD1564,5 Mbps,y,6 bulan
3315,KN0502,5 Mbps,y,6 bulan
3316,KN0503,5 Mbps,g,
3317,JT0841,10 Mbps,y,6 bulan
3318,KP1526,5 Mbps,y,6 bulan
3319,KI3082,5 Mbps,y,6 bulan
3320,KP1530,10 Mbps,y,6 bulan
3321,KN0504,10 Mbps,y,6 bulan
3322,KT1763,5 Mbps,y,6 bulan
3323,JT0846,5 Mbps,y,6 bulan
3324,KD1567,5 Mbps,y,6 bulan
3325,KP1532,5 Mbps,y,6 bulan
3326,JT0850,5 Mbps,y,6 bulan
3327,KD1569,6 Mbps,y,6 bulan
3328,KT1766,10 Mbps,y,6 bulan
3329,KI3084,10 Mbps,y,6 bulan
3330,KT1768,10 Mbps,y,6 bulan
3331,KP1541,5 Mbps,y,6 bulan
3332,KP1543,10 Mbps,y,6 bulan
3333,KT1769,10 Mbps,y,6 bulan
3334,KI3085,5 Mbps,y,6 bulan
3335,JT0852,5 Mbps,y,6 bulan
3336,KP1544,5 Mbps,y,6 bulan
3337,KD1571,6 Mbps,y,6 bulan
3338,JT0857,10 Mbps,y,6 bulan
3339,KP1546,5 Mbps,y,6 bulan
3340,KD1574,10 Mbps,g,
3341,KP1550,5 Mbps,y,6 bulan
3342,KP1551,5 Mbps,y,6 bulan
3343,KI3089,10 Mbps,y,6 bulan
3344,JT0861,5 Mbps,y,6 bulan
3345,KT1776,5 Mbps,y,6 bulan
3346,KP1559,10 Mbps,y,6 bulan
3347,KP1563,11 Mbps,y,6 bulan
3348,KD1577,5 Mbps,y,6 bulan
3349,KI3092,10 Mbps,y,6 bulan
3350,JT0866,5 Mbps,y,6 bulan
3351,KP1566,10 Mbps,y,6 bulan
3352,KP1567,5 Mbps,y,6 bulan
3353,JT0872,5 Mbps,y,6 bulan
3354,KP1570,15 Mbps,y,6 bulan
3355,KP1571,5 Mbps,y,6 bulan
3356,KT1783,5 Mbps,y,6 bulan
3357,KT1785,10 Mbps,y,6 bulan
3358,KP1577,10 Mbps,y,6 bulan
3359,KP1582,5 Mbps,y,6 bulan
3360,KI3100,5 Mbps,y,6 bulan
3361,KD1582,5 Mbps,y,6 bulan
3362,KP1591,5 Mbps,y,6 bulan
3363,JT0881,5 Mbps,y,5 bulan
3364,JT0882,10 Mbps,y,6 bulan
3365,KP1602,5 Mbps,y,6 bulan
3366,JT0883,5 Mbps,y,5 bulan
3367,KD1588,5 Mbps,y,5 bulan
3368,KP1617,5 Mbps,n,6 bulan
3369,KP1622,5 Mbps,y,5 bulan
3370,KI3105,5 Mbps,y,5 bulan
3371,JT0891,5 Mbps,y,5 bulan
3372,KD1592,5 Mbps,y,5 bulan
3373,JT0894,5 Mbps,n,5 bulan
3374,KP1632,6 Mbps,y,5 bulan
3375,KP1639,5 Mbps,y,5 bulan
3376,KT1807,5 Mbps,y,5 bulan
3377,KD1598,5 Mbps,y,5 bulan
3378,KP1641,10 Mbps,y,5 bulan
3379,KI3113,5 Mbps,y,5 bulan
3380,KD1601,5 Mbps,y,5 bulan
3381,AT0017,10 Mbps,y,5 bulan
3382,KT1809,5 Mbps,y,5 bulan
3383,KI3117,5 Mbps,y,5 bulan
3384,JT0903,5 Mbps,y,5 bulan
3385,JT0904,5 Mbps,y,5 bulan
3386,KP1648,5 Mbps,y,5 bulan
3387,KT1810,5 Mbps,y,5 bulan
3388,JT0908,10 Mbps,y,5 bulan
3389,KP1651,5 Mbps,y,5 bulan
3390,KD1604,5 Mbps,y,5 bulan
3391,KP1652,5 Mbps,y,5 bulan
3392,KN0519,10 Mbps,n,5 bulan
3393,KP1658,5 Mbps,y,5 bulan
3394,KP1661,5 Mbps,y,5 bulan
3395,KP1665,10 Mbps,y,5 bulan
3396,KT1816,5 Mbps,y,5 bulan
3397,KP1669,5 Mbps,y,5 bulan
3398,KI3128,10 Mbps,g,
3399,KP1670,5 Mbps,y,5 bulan
3400,KD1608,10 Mbps,y,5 bulan
3401,KP1673,10 Mbps,y,5 bulan
3402,KP1675,10 Mbps,y,5 bulan
3403,EDKD0005,5 Mbps,y,5 bulan
3404,JT0914,10 Mbps,y,5 bulan
3405,JT0915,5 Mbps,y,5 bulan
3406,KN0521,10 Mbps,y,5 bulan
3407,KT1824,11 Mbps,y,5 bulan
3408,JT0918,10 Mbps,y,5 bulan
3409,KI3135,6 Mbps,g,
3410,KP1682,5 Mbps,y,5 bulan
3411,KI3136,10 Mbps,y,5 bulan
3412,KD1612,10 Mbps,y,5 bulan
3413,KT1828,5 Mbps,l,5 bulan
3414,KP1691,10 Mbps,y,5 bulan
3415,JT0921,5 Mbps,n,5 bulan
3416,JT0924,5 Mbps,y,5 bulan
3417,KD1619,5 Mbps,y,5 bulan
3418,KN0525,10 Mbps,y,5 bulan
3419,KI3140,10 Mbps,y,5 bulan
3420,JT0926,5 Mbps,y,5 bulan
3421,KP1696,5 Mbps,y,5 bulan
3422,KT1839,5 Mbps,y,5 bulan
3423,KD1622,5 Mbps,y,5 bulan
3424,JT0928,10 Mbps,y,5 bulan
3425,JT0930,5 Mbps,y,5 bulan
3426,KI3144,5 Mbps,y,5 bulan
3427,KP1711,5 Mbps,y,5 bulan
3428,JT0931,10 Mbps,y,5 bulan
3429,KN0530,5 Mbps,y,5 bulan
3430,JT0933,5 Mbps,y,5 bulan
3431,AT0019,10 Mbps,y,5 bulan
3432,KI3148,5 Mbps,y,5 bulan
3433,KD1626,10 Mbps,y,5 bulan
3434,KP1719,5 Mbps,y,5 bulan
3435,KN0532,10 Mbps,y,5 bulan
3436,KP1725,5 Mbps,y,5 bulan
3437,KI3151,5 Mbps,y,5 bulan
3438,KP1727,10 Mbps,n,5 bulan
3439,KP1729,5 Mbps,y,5 bulan
3440,KT1846,5 Mbps,y,5 bulan
3441,KP1735,10 Mbps,y,5 bulan
3442,KI3153,5 Mbps,y,5 bulan
3443,JT0937,10 Mbps,y,5 bulan
3444,JT0938,5 Mbps,y,5 bulan
3445,EDKD0006,100 Mbps,y,5 bulan
3446,KI3154,5 Mbps,y,5 bulan
3447,KD1635,5 Mbps,y,5 bulan
3448,KT1850,5 Mbps,y,5 bulan
3449,KI3158,5 Mbps,y,5 bulan
3450,KP1746,10 Mbps,y,5 bulan
3451,KI3161,10 Mbps,y,5 bulan
3452,JT0945,5 Mbps,n,5 bulan
3453,JT0946,10 Mbps,y,5 bulan
3454,KP1752,5 Mbps,y,5 bulan
3455,KD1638,5 Mbps,y,5 bulan
3456,KP1758,5 Mbps,y,5 bulan
3457,KP1759,5 Mbps,y,5 bulan
3458,KT1856,10 Mbps,y,5 bulan
3459,KN0539,5 Mbps,n,5 bulan
3460,KI3162,10 Mbps,y,5 bulan
3461,KD1639,5 Mbps,y,5 bulan
3462,KP1762,10 Mbps,y,5 bulan
3463,KD1642,5 Mbps,y,4 bulan
3464,KP1770,10 Mbps,y,4 bulan
3465,KT1860,5 Mbps,y,4 bulan
3466,KT1861,5 Mbps,y,4 bulan
3467,KP1776,10 Mbps,y,4 bulan
3468,KP1777,5 Mbps,y,4 bulan
3469,JT0956,5 Mbps,y,4 bulan
3470,KT1866,5 Mbps,y,4 bulan
3471,KP1786,10 Mbps,y,4 bulan
3472,KP1787,10 Mbps,y,4 bulan
3473,KP1789,5 Mbps,y,4 bulan
3474,KT1867,5 Mbps,y,4 bulan
3475,KP1796,5 Mbps,y,4 bulan
3476,KP1798,5 Mbps,y,4 bulan
3477,KT1870,10 Mbps,y,4 bulan
3478,KP1801,5 Mbps,y,4 bulan
3479,JT0957,10 Mbps,y,4 bulan
3480,KN0544,5 Mbps,n,4 bulan
3481,JT0960,10 Mbps,y,4 bulan
3482,KP1805,5 Mbps,y,4 bulan
3483,KN0545,5 Mbps,y,4 bulan
3484,KN0546,5 Mbps,y,4 bulan
3485,KP1808,5 Mbps,y,4 bulan
3486,KP1811,10 Mbps,y,4 bulan
3487,KN0547,5 Mbps,g,
3488,KP1812,5 Mbps,y,4 bulan
3489,KD1652,10 Mbps,y,4 bulan
3490,KT1872,10 Mbps,y,4 bulan
3491,KT1873,5 Mbps,n,4 bulan
3492,JT0966,10 Mbps,y,4 bulan
3493,JT0968,5 Mbps,y,4 bulan
3494,KN0549,5 Mbps,y,4 bulan
3495,JT0970,5 Mbps,y,4 bulan
3496,JT0971,10 Mbps,y,4 bulan
3497,KD1655,5 Mbps,y,4 bulan
3498,JT0976,10 Mbps,y,4 bulan
3499,KI3170,10 Mbps,y,4 bulan
3500,KN0550,50 Mbps,y,4 bulan
3501,KT1879,5 Mbps,y,4 bulan
3502,JT0977,10 Mbps,y,4 bulan
3503,KP1827,10 Mbps,y,4 bulan
3504,KN0551,5 Mbps,y,4 bulan
3505,KT1882,10 Mbps,y,4 bulan
3506,JT0978,15 Mbps,y,4 bulan
3507,KI3172,10 Mbps,y,4 bulan
3508,KI3173,50 Mbps,y,4 bulan
3509,JT0982,5 Mbps,y,4 bulan
3510,KT1885,10 Mbps,y,4 bulan
3511,KP1835,5 Mbps,y,4 bulan
3512,JT0986,5 Mbps,y,4 bulan
3513,KN0552,10 Mbps,y,4 bulan
3514,JT0992,5 Mbps,y,4 bulan
3515,JT0994,5 Mbps,y,4 bulan
3516,KI3181,5 Mbps,y,4 bulan
3517,KP1842,10 Mbps,y,4 bulan
3518,KT1888,10 Mbps,y,4 bulan
3519,KP1845,5 Mbps,y,4 bulan
3520,KI3184,5 Mbps,y,4 bulan
3521,JT0999,5 Mbps,y,4 bulan
3522,KT1890,5 Mbps,y,4 bulan
3523,KP1851,10 Mbps,y,4 bulan
3524,KP1857,5 Mbps,y,4 bulan
3525,KT1895,20 Mbps,y,4 bulan
3526,KI3191,5 Mbps,y,4 bulan
3527,JT1007,5 Mbps,y,4 bulan
3528,KI3193,10 Mbps,y,4 bulan
3529,KD1673,5 Mbps,y,4 bulan
3530,JT1011,10 Mbps,y,4 bulan
3531,JT1012,10 Mbps,y,4 bulan
3532,KI3194,10 Mbps,y,4 bulan
3533,KD1676,10 Mbps,y,4 bulan
3534,KT1904,15 Mbps,y,4 bulan
3535,KI3195,10 Mbps,y,4 bulan
3536,JT1019,5 Mbps,n,4 bulan
3537,KP1877,10 Mbps,y,4 bulan
3538,KT1905,10 Mbps,y,4 bulan
3539,JT1021,5 Mbps,y,4 bulan
3540,JT1022,10 Mbps,y,4 bulan
3541,KD1679,5 Mbps,y,4 bulan
3542,KN0556,5 Mbps,y,4 bulan
3543,KD1680,5 Mbps,y,4 bulan
3544,KD1682,10 Mbps,y,4 bulan
3545,JT1024,10 Mbps,y,3 bulan
3546,KD1683,10 Mbps,g,
3547,AT0022,10 Mbps,y,4 bulan
3548,KI3196,15 Mbps,y,4 bulan
3549,KT1913,5 Mbps,g,
3550,KT1914,10 Mbps,y,4 bulan
3551,KT1915,10 Mbps,y,4 bulan
3552,KP1889,5 Mbps,y,4 bulan
3553,KT1920,5 Mbps,y,3 bulan
3554,KP1895,5 Mbps,y,4 bulan
3555,KP1897,10 Mbps,y,4 bulan
3556,JT1032,10 Mbps,n,4 bulan
3557,KP1901,10 Mbps,y,4 bulan
3558,KP1902,10 Mbps,y,4 bulan
3559,KD1689,5 Mbps,y,4 bulan
3560,KN0560,20 Mbps,y,4 bulan
3561,KT1923,30 Mbps,y,4 bulan
3562,AT0023,15 Mbps,y,4 bulan
3563,KP1908,5 Mbps,y,3 bulan
3564,KD1692,5 Mbps,y,4 bulan
3565,KP1910,5 Mbps,y,4 bulan
3566,KI3201,5 Mbps,y,4 bulan
3567,KD1693,10 Mbps,y,4 bulan
3568,KP1915,10 Mbps,y,4 bulan
3569,KT1928,5 Mbps,y,4 bulan
3570,KI3203,10 Mbps,y,4 bulan
3571,KP1919,5 Mbps,y,4 bulan
3572,KP1921,10 Mbps,n,4 bulan
3573,JT1039,10 Mbps,g,
3574,JT1040,10 Mbps,y,3 bulan
3575,JT1041,15 Mbps,y,4 bulan
3576,KP1926,5 Mbps,y,4 bulan
3577,JT1042,5 Mbps,y,3 bulan
3578,KP1927,5 Mbps,y,3 bulan
3579,JT1043,15 Mbps,y,4 bulan
3580,KI3206,10 Mbps,y,3 bulan
3581,KT1933,10 Mbps,y,3 bulan
3582,JT1044,5 Mbps,y,3 bulan
3583,JT1045,10 Mbps,y,3 bulan
3584,JT1046,5 Mbps,y,3 bulan
3585,KD1698,5 Mbps,y,3 bulan
3586,KI3207,10 Mbps,g,
3587,KT1936,10 Mbps,y,3 bulan
3588,KP1937,5 Mbps,n,3 bulan
3589,KT1937,10 Mbps,y,3 bulan
3590,KT1938,10 Mbps,y,3 bulan
3591,KT1939,5 Mbps,y,3 bulan
3592,KN0563,10 Mbps,y,3 bulan
3593,KT1941,10 Mbps,y,3 bulan
3594,JT1049,10 Mbps,y,3 bulan
3595,JT1052,15 Mbps,y,3 bulan
3596,JT1053,10 Mbps,y,3 bulan
3597,KI3210,5 Mbps,y,3 bulan
3598,KT1942,5 Mbps,y,3 bulan
3599,KI3211,15 Mbps,y,3 bulan
3600,KD1701,10 Mbps,y,3 bulan
3601,KT1943,5 Mbps,y,3 bulan
3602,KI3212,5 Mbps,y,3 bulan
3603,KI3214,10 Mbps,y,3 bulan
3604,KI3215,10 Mbps,g,
3605,KN0565,10 Mbps,y,3 bulan
3606,JT1056,5 Mbps,y,3 bulan
3607,KP1944,10 Mbps,y,3 bulan
3608,KP1946,5 Mbps,y,3 bulan
3609,KD1702,10 Mbps,y,3 bulan
3610,KT1946,5 Mbps,y,3 bulan
3611,JT1058,10 Mbps,y,3 bulan
3612,KD1703,5 Mbps,y,3 bulan
3613,KD1704,5 Mbps,y,3 bulan
3614,KP1951,5 Mbps,y,3 bulan
3615,KP1952,5 Mbps,y,3 bulan
3616,JT1060,5 Mbps,y,3 bulan
3617,JT1061,10 Mbps,y,3 bulan
3618,KT1949,5 Mbps,y,3 bulan
3619,KT1950,15 Mbps,y,3 bulan
3620,KP1955,30 Mbps,y,3 bulan
3621,JT1064,5 Mbps,y,3 bulan
3622,KT1952,5 Mbps,y,3 bulan
3623,KT1953,5 Mbps,y,3 bulan
3624,KI3221,5 Mbps,y,3 bulan
3625,JT1065,10 Mbps,y,3 bulan
3626,KP1959,10 Mbps,n,3 bulan
3627,KN0571,10 Mbps,y,3 bulan
3628,KP1961,5 Mbps,y,3 bulan
3629,JT1068,5 Mbps,y,3 bulan
3630,KD1708,5 Mbps,y,3 bulan
3631,JT1069,10 Mbps,y,3 bulan
3632,JT1070,10 Mbps,y,3 bulan
3633,KI3222,10 Mbps,y,3 bulan
3634,KP1966,30 Mbps,y,3 bulan
3635,KI3226,100 Mbps,y,3 bulan
3636,KP1968,60 Mbps,n,3 bulan
3637,KI3227,100 Mbps,y,3 bulan
3638,JT1075,10 Mbps,y,3 bulan
3639,KT1955,10 Mbps,y,3 bulan
3640,KP1974,10 Mbps,y,3 bulan
3641,JT1078,10 Mbps,y,3 bulan
3642,KD1713,10 Mbps,y,3 bulan
3643,JT1079,10 Mbps,y,3 bulan
3644,KP1981,5 Mbps,y,3 bulan
3645,KI3232,10 Mbps,y,3 bulan
3646,KP1983,5 Mbps,y,3 bulan
3647,KT1961,5 Mbps,y,3 bulan
3648,KI3233,10 Mbps,y,3 bulan
3649,KI3234,10 Mbps,y,3 bulan
3650,KI3235,10 Mbps,y,3 bulan
3651,KI3236,20 Mbps,y,3 bulan
3652,KI3237,10 Mbps,y,3 bulan
3653,KT1964,10 Mbps,y,3 bulan
3654,KD1718,5 Mbps,y,3 bulan
3655,KP1988,5 Mbps,y,3 bulan
3656,JT1082,5 Mbps,y,3 bulan
3657,JT1083,10 Mbps,y,3 bulan
3658,KP1989,5 Mbps,y,3 bulan
3659,KD1721,5 Mbps,y,3 bulan
3660,KT1967,5 Mbps,y,3 bulan
3661,KP1991,10 Mbps,y,3 bulan
3662,KD1727,10 Mbps,y,3 bulan
3663,KT1968,5 Mbps,y,3 bulan
3664,KP1993,5 Mbps,y,3 bulan
3665,KN0577,10 Mbps,y,3 bulan
3666,KD1729,5 Mbps,y,3 bulan
3667,KP1997,5 Mbps,y,3 bulan
3668,KT1970,10 Mbps,y,3 bulan
3669,KT1971,5 Mbps,y,2 bulan
3670,KP1998,5 Mbps,y,3 bulan
3671,KN0579,10 Mbps,y,3 bulan
3672,KP1999,30 Mbps,y,3 bulan
3673,KP2000,30 Mbps,y,3 bulan
3674,KT1972,10 Mbps,y,3 bulan
3675,JT1088,10 Mbps,y,3 bulan
3676,KD1733,10 Mbps,n,3 bulan
3677,KT1973,10 Mbps,y,3 bulan
3678,KI3247,20 Mbps,n,3 bulan
