message,kode_user
adaptopr nya harus dicabut yaa bukan tombol on/off nya yang ditekan?,JT1060
"Betul,ini sering terjadi setelah diganti modem 1 bulan yg lalu dan ini padahal sy pakai dg jarak 1m dr modem....😡😡😡",KM1954
Kak ga ada di app store kah,
Kemarin teknisi nya bilang kalau lemot modem nya mau di ganti.. tanpa di pungut biaya gitu,KP2337
Iyh kak terimakasih 🙏🏻,
Udah anti lemot yah meski cuman5+5Mbps?,JT1204
Alhamdulillah dan mohon dipertahankan sebelum sy berubah pikiran untuk ganti wifi lain....🙏🙏🙏,KM1954
Yang kemarin di wa bisnis,KD1854
Ini sy buka yutub muter2 padahal sinyal penuh trs bagaimana KL seperti ini trs ini....KECEWA...,KM1954
Mau oasang wifi,KD1854
Ok tq kak andri,KM3007
Wifi lama sudah lemot,KD1854
"Maaf,tidak kak.mkasih 🙏",KD1777
Bisaa klo misalkan jam 7 malam🙏🏻,KJ1200
Mohon maaf kak untuk paket yg superstar kenapa ya tidak bisanya?,STKI0015
Info tahihan idpel KD1334,"KI1699, KI2288, KD1334"
Sudah saya matikan,KM1199
Apa udah dicek ada jaringannya nggak,
"Selamat siang kak... Wifi tidak bisa mulai jm 11 tadi,sampai skr blm bisa. Lampu modem berwarna merah",JT0903
Klo Jl Candi Telagawangi 1 Kav 8,
Mau byr wifi tf ke rek mana,JT0489
Area petung bakalan trobel t mas,KM2086
"Saya dapat info dari iklan, Ada paket apa saja?",
"Halo, Kak, dengan Syifa Customer Service layanan internet Kapten Naratel. Bisa dibantu mengisikan data tersebut, Kak   Nomor/nama kontak : hudi Alamat :sutojayan Shareloc : masih kerja",
"Baik, jika ada slot kosong dan kendalanya sudah bisa ter-atasi bisa dikabari lagi kak.",STKI0015
Kalo pk indomaret nomornya tetep ya,JT0763
Mau TF untuk bulan ini,KM2230
ini kenapa saya mau bayar tagihan malah id tidak ditemukan yah? solusi dong,JT0833
Bisa bantu pendataan ke rumah kapan?,KD1854
Iya kak gpp,KT1614
"Laptop, hp, dan tv kak",STKI0015
Bisa kirim nomor wanya?,KT2083
Ini kok ga bisa yah,KT2083
Maksudnya nomor rekening,KT2083
Ini harus di tf dari bank bca? Soalnya aku pakai dana,KT2083
aman kak terimakasih,JT1060
Pembayaran wifi melalui apa ya kak?,KM2230
Iya kak ssh proses pemasangan,
"Dipakai untuk 2 orang kak, sekitar 5-6 perangkat",STKI0015
Apa benar atas nama tersebut yg VA bca,KM2591
tanggal 15 November 2025 kami bayar paket 10+5 Mbps.,KN0459
"Saya dapat info dari iklan, Ada paket apa saja?",
"Blum ada waktu, klo bisa langsung kelokasi aja",KD1854
Sy maw bayar melalui alfamart,KI2871
Adanya di playstore,JT1204
"Maaf kak, masih belum berkenan.  Ditunggu update nya untuk paket superstar jika sudah support di tempat kami ya. Terimakasih",STKI0015
"Mohon maaf tidak jadi kak , soalnya pingin nya pasang yg paket superstar 🙏",
Sy bayar pakai no. Ini gk bisa,KI2871
Ini saya mau transfer uang wifi ga bisa,KT2083
Katanya gini mas,KT2083
Saya pake dana kak,KT2083
Di appstore ga ada yah,JT1204
Tulis totalnya aja kak,KT2083
aku mo pasang WiFi bisakah,
Ini nomor virtual account nya kak?,KT2083
Kok gk bisa,KI2871
Untuk pemby mohon dibantu,KD0680
Iya untuk yg utama,JT1204
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama, nomor telfon: Andina, 082143647286 Alamat Pemasangan: jl patimura gang 12 no 30 Kelurahan: klojen Share location:  https://maps.app.goo.gl/enBCAgNyVtR5wXqj7 Tahu Kapten Naratel darimana: teman    Terima kasih 😊",
Oke kk Makasih infonya Nanti dikabari lagi ya kk?  Utk beralih apa yang perlu di siapkan lg selain modem kk?,KI0601
Oalahhh...JD skrg SDH gak ada hibauan waktunya bayar gitua,"GJ0167, KJ2140"
Assalamu alaikum mas  Ini mau nanya so.al mau pasang wifi,KT2141
"Terlampir, Pembayaran untuk bulan Oktober 2025",JT0509
"Halo, dengan Aini Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama, nomor telfon: Sahri Rahman 081999524012 Alamat Pemasangan:Tirto utomo gang 4 no 38 Kelurahan: ladungsari Share location: Tahu Kapten Naratel darimana:   teman    Terima kasih 😊",KT2141
Ada sesuatu kah kk?  Klo selain HP dan laptop?,KI0601
Yg promo supurstar bisa gak,
"Saya dapat info dari iklan, Ada paket apa saja?",
Sepertinya istri saya sedang koordinasi di nomer ini,
"Saya dapat info dari iklan, Ada paket apa saja?",
"Nama : YONO ,,               082233464911 Jl,margotirto,,rt 01,,rw,,09 ,gedog wetan  Kec : turen Kab : malang Dari FB",
"Saya dapat info dari iklan, Ada paket apa saja?",
Dimna liat ID nya?,KT1659
Sama sama kak,KT2083
Modem sudah sya matikan 10 detik sya tunggu 3 mnit setelah di matikan malah hasilnya GK ada 1 Mbps.,KI3154
"Nama, nomor telfon: Lili, 081233680566  Alamat Pemasangan: Jl. Ikan layur 2  Kelurahan: Lowokwaru, tunjungsekar  Share location:  Tahu Kapten Naratel darimana: iklan",
Saya udah uda daftar di apk kapten naratel dan bagaimana selanjutnya?,JT1204
Hrg bulanan nya brp?,
"Betul, terimakasih ya",KT1659
Ini msh nunggu,"GJ0333, KJ0477, KJ2338"
"Saya dapat info dari iklan, Ada paket apa saja?",
Trs pembayaran nya tetap ?,JT0908
Wifi atas nama chotimah KD1608 2 hari ini sering mengalami troble,
Internet sering tiba tiba hilang,
"Thank you for your message. We're unavailable right now, but will respond as soon as possible.",
Romario 081515242576 Lesanpuro XII Timur Sungai rt5 rw9 no 37,JT0833
Area sdh cover?,
Total brapa brarti,KD1854
Pake hp android juga gak bisa dipake tu aplikasi,KT0702
tadi langsung ke kantor,
Di aplikasi ?,KD0680
Kl ini harus beli modem ya?,
"Sy sdh pakai yg 50mbps hrg 170rb, dan modem di pinjamin",
Klik tranfer berhasil padahal belum bayar 😂,KT0702
Ud bisa kak,KM2086
Biaya instalasi brp?,
Model modem nya bgm yg hrg 300rb?,
Kl paket yg reguler mahal dgn price list yg dikasih🙏🏻,
Kak untuk paket superstar nya sampai kapan,STKP0046
Harus cari modem apa yg bisa dipakai?,
Selain itu tidak bisa?,
"Dear Sobat Kapten,  ID Pelanggan: KD1280 Nama: Wenas Soetiono Paket: 6 Mbps Jatuh Tempo: 10 Oktober 2025 Total Tagihan: Rp 148.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000014036 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻","KD0553, KD1280"
"Dear Sobat Kapten,  ID Pelanggan: KD0553 Nama: Wenas Sutiono Paket: 5 Mbps Jatuh Tempo: 14 Oktober 2025 Total Tagihan: Rp 123.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000008764 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻","KD0553, KD1280"
KJ2338 kok gk bisa?,"GJ0333, KJ0477, KJ2338"
hp pake data ini,"GJ0333, KJ0477, KJ2338"
Oh sudah bisa,"KD0553, KD1280"
Pas di utarae masjid,
Mau daftar pelanggan baru naratel,KJ2059
selamat siang.. informasi nomor virtual account untuk payment bulan oktober mana?,KM1882
kk mau bayar lewat alfa,KD1592
Udah kami bayar ya pak tagihan bulan ini,
kode nya ini kah?,KD1592
"Halo selamat siang Kak , dengan Andri Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk kami cekkan ketersediaan jaringannya terlebih dahulu ya Kak  😊  Nama, nomor telfon: Naufal Irsyaad Immaduddien, 0822-3446-2048. Alamat Pemasangan: Perumahan Taman Embong Anyar 2. Blok O no 7 Kelurahan: Mulyoagung  Share location: Tahu Kapten Naratel darimana: tetangga     Terima kasih 😊",KJ2059
Untuk biaya pemasangan gratis ya ?,KJ2059
Saya bayar wifi gimana ya,KI3214
Emang Harus di restart...,KD0905
Mau tanya wifi,
masih GK bisa ini,"GJ0333, KJ0477, KJ2338"
Iya modem di sini cuma satu,"GJ0333, KJ0477, KJ2338"
Baik kak saya tunggu,
Mau bayar wifi dr BNI gmn?,KI3214
Gak hafal sy kak a/n Heri Tri Santoso,
"Itu wifi yg belakang, kos²an","GJ0333, KJ0477, KJ2338"
Yg di depan nama Lion Parcel,"GJ0333, KJ0477, KJ2338"
Kmrn yg baru downgrade,"GJ0333, KJ0477, KJ2338"
KM3418 kalau gak salah,
Kak bisa minta tolong bantu untuk mengganti password wifi,KM3970
Ini dr hp tersambung tapi TDK terhubung,"GJ0333, KJ0477, KJ2338"
Kok kebalik balik se,"GJ0333, KJ0477, KJ2338"
Kalu KJ0477 apa nama wifinya?,"GJ0333, KJ0477, KJ2338"
"Ini memang waktunya bayar, ini yg kosan","GJ0333, KJ0477, KJ2338"
Cuma itu aja si kk,KI0601
Ben GK mbingungi,"GJ0333, KJ0477, KJ2338"
Apa benar 100 mbps 150k,
Oke bentar yah,JT1204
Mas nanti minta nama pelanggan yg KJ0477 di rubah Lion Parcel bisa ya,"GJ0333, KJ0477, KJ2338"
biar GK satu nama sama yg KJ 2338,"GJ0333, KJ0477, KJ2338"
Yg 10 mbps,
Mohon dibantu aktifkan segera,KI3214
Kapan kita2 pemasangannya?,KJ2059
Biar kami bisa atur waktu,KJ2059
Kak mau tanya,KM0046
ID Pelanggan : KP0898  Nama Pelanggan : Septian Sinatra,KM0046
Sudah kak sudah stabil,
Sudah pernah saya coba berulang kali kak tapi tetap GK bisa,KM3970
Sudah kak terima kasih,KM3970
Iya kak terima kasih atas bantuan nya🙏,KM3970
VA pemby tdk bisa dipakai kak,KD0680
Maksudnya untuk bulan berikutnya 30mbps masih 130rb kah?,"KM0862, KM3873"
Coba tak lihat dulu,KD0680
"Saya dapat info dari iklan, Ada paket apa saja?",
"Alamat ,jl. Urip sumoharjo plumbon  Kelurahan Pandaan  Tahu dari iklan",
"Halo, mau lapor wifi lambat di laptop dan hp",JT1052
Levuh dari 3 perangkat gk bisa masuk ya mas,KT2141
Mau tanya jaringan internex g stabil,KP1192
Lebih dari 3 gk bisa masuk ya mas,KT2141
Info paketnya brpa saja,
"✨ INTERNET CEPAT UNTUK KELUARGA HEBAT! ✨ Mau internet super ngebut dengan harga super hemat? Saatnya beralih ke Kapten Naratel Paket SUPERSTAR! 🚀  🔥 Keunggulan Paket SUPERSTAR: ✅ Kecepatan Real Speed ✅ Unlimited kuota, bebas internetan sepuasnya ✅ Gratis instalasi ✅ Garansi 624 → Gangguan lebih dari 6 jam = kompensasi 24 jam masa aktif GRATIS! 🎁 Bayar 3 bulan langsung, GRATIS MODEM!  💡 Pilihan Paket Internet SUPERSTAR: ⚡ 15 Mbps hanya Rp99.000/bulan ⚡ 30 Mbps hanya Rp130.000/bulan ⚡ 100 Mbps hanya Rp150.000/bulan ⚡ 200 Mbps hanya Rp250.000/bulan  📞 Segera hubungi: 0882-1202-2222 🌐 Info lengkap: kaptennaratel.com  Jangan tunggu lama, wujudkan internet cepat untuk keluarga hebat bersama Kapten Naratel! 💥","KM0862, KM3873"
Daerah sebani kota pasuruan,
Kak.. saya mau perpanjangan masa aktif yg ini atas nama Rendra KM 0862,"KM0862, KM3873"
Untuk 3 kmar aja kak masing masing sama leptop 1,KT2141
Upgrade yang 30mbps.. caranya gmn ya kak?,"KM0862, KM3873"
Apa bisa lokasi saya tercover,
Iya kak paket superstar,"KM0862, KM3873"
Memberi tahu kabel wifi jatuh di jalan saluran di depan rumah Bu Samsul cepat di lihat jatuh di jalan 🙏,JT0374
Halo ada gangguan wifi dirumah saya mulai tadi malam sampai skrg,JT0761
Iya lalu ?,
Gpp yang 5 mbps mas so.alnya cuman 3 orang aja mas,KT2141
"Dear Sobat Kapten,  ID Pelanggan: JT0761 Nama: Sheilla Rismadwita Paket: 10 Mbps Jatuh Tempo: 08 Oktober 2025",JT0761
Jatuh di jalan kabel nya,JT0374
Estimasi sampai kapan?,JT0761
Ini udah kak,KT2141
Iya kak betul.. mau saya upgrade ke 30mbps yg 130rb..,"KM0862, KM3873"
Itu harganya tidak untuk 1 bulan aja kan kak?,"KM0862, KM3873"
Untuk pemasangannya di oungut biaya gk kak?,KT2141
Iya kabel masuk rmh saya,JT0374
"Saya dapat info dari iklan, Ada paket apa saja?",
Area Pulo mas Kepuharjo..tercover jaringan apa Belum Kaka admint??,
Sore.. mau tnya info pemasanan wifi,KP2346
Kayaknya ada promo kemarin,
Ucha Jalan cendrawasih no 24. Tembok. Belakang universitas IKIP  Purwerojo. kota Pasuruan - Jawa Timur 081944988882,KP2346
"Ini serlok alamat saya , apa bisa cover area nya",
Kalau Qt sudah ada modem yg dari naratel apa masih harus beli modem lagi ya kak?,"KM0862, KM3873"
Trus ini gimana ka,KN0619
Iya kak modemnya Naratel dari paket saya yg ini,"KM0862, KM3873"
Baik terimakasih  Saya tunggu khabarnya,
Hanya 3 hp saja,KP2346
Besok kantornya tutup ya kak,"KM0862, KM3873"
Ini sy mau bayar dan pakai va bulan kemarin tapi gak bisa gitu maksud sy tadi,
Ok terima kasih banyak yaaa bantuannya nanti sy kirim bukti pembayarannya 🙏🏻,
Unt pengguna baru bayar 120 aja apa gimn?,KP2346
"Saya dapat info dari iklan, Ada Promo apa saja?",
Apa tak tf aja biar disana nnti yg proses ka,KN0619
Bisa ta ka,KN0619
Ok trimakasih sukses 🙏🏻,KT0702
Untuk Kebonagung apakah bisa...,
Belum terkonformasi ya mbak...,KJ0988
Bayar via alfamart,KJ0988
"Kalau misal mau berlangganan, ke lokasinya kapan ya?",KP2346
Jadi 120 gt ya?,KP2346
Klo saya bayar skrg untuk berlangganan . Ke lokasinya kapan?,KP2346
Ini unlimited y?,KP2346
Untuk wilayah Kebonagung apakah bisa,
Caranya ka kurang paham,KN0619
Masih tanya dulu kak... Nnti kalo berminat saya hubungi,
Bedanya kapten sama superstar apa?,JT1204
Kalo pertama tunai ke teknis dulu,KT2141
"Selamat sore, wifi dirumah saya loss",KI2895
5 atau 6 hp aja ka,KI3442
Kalau pakai nik anak saya bisa ya?,KP2346
Yang 120K per bulan itu yg kapten berarti?,JT1204
Tapi masi umur 11,KP2346
Sudah lancar min🙏🏻🙏🏻,KN0198
Apa itu kak??,JT0217
Warna merah diroter,KI0869
Selamat siang kak kenapa ya akhir² ini wifi sering lemot gitu,KT1317
Pa da perbaikan,KI0869
Kapten sama superstar sama” ga ada biaya pemasangan yah di awal?,JT1204
Baik kak  Kita tunggu di lokasi,KT2141
Sudah. Tpi tulisannya hanya data di simpan,KP2346
kena brpa mbak,
Trima kasih banyak 🙏🙏,JT0374
Kok statusnya masih menunggu pembayarann,KP2346
Ssya diluar kota mba,
Ini saya lagi mintakan alamt,
Kak ga ada di app store kah,
Terus gmn klo gada hp android kak,
sudah tidak kak  terimakasih banyak,JT0569
"Saya dapat info dari iklan, Ada paket apa saja?",
Bisa stb nya canggih,KD1854
Los soalnya merah,
Iya terima kasih,KT0615
Ya benar mbak.. ini saya pelanggan kapten naratel..id nya udah benar.,"JT0537, JT1223"
Apakah sudah bisa kak?,KJ1462
Price list paket mohon dikirim,
Ini reknya BCA ya klo bayar,KI3388
Tgl 15 saja brarti ngghi,KD1854
"Baik, tks infonya",KT1416
Ini wifinya lagi gangguan ya,
Wifinya gabisa kak,
Id nya Ki 3062,
Bantu pendataan di tempat juga,KD1854
Tapi tulisannya tidak ada internet min,KN0198
Terimakasih banyak atas gast responnya,KN0198
tagihan untuk id user KI0953 atas nama  Sudarmadji berapa kak,
G ada kak,KP1192
mau tanya tagigan untuk id user KI0953 atas nama sudarmadji kak,
Ini wifi di tempat saya lemot🙏🏻,KI2906
"Dear Sobat Kapten,  ID Pelanggan: KP1778 Nama: Abdul Wakhid Afifuddin Paket: 5 Mbps Jatuh Tempo: 11 September 2025 Total Tagihan: Rp 123.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000016861 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",
Ini ga bisa d bayar kak,
"Hallo kak dengan Meiryza Customer Service kapten Naratel, bisa dibantu mengisi format berikut terlebih dahulu ya kak Nama: vicky Alamat permasangan: BMR A8 Kelurahan: Mondoroko Tahu Kapten dari mana: IG Sharelokasi:  terimakasih😊",
"Assalaamu'alaikum Kapten, bisa tolong berikan informasi tentang layanan internetnya?",
Apa kerena saya terlambat bayar?,
sudah kak bulan lalu saya pakai nomer ini,KI3013
sudah kak mohon wifinya di aktifkna kembali,KI3013
Saya mau bayar wifi kapten Naratel kok tidak bisa ya,
082331546913/Ziv Jl. Gendis Asri 1 D-13,STKP0046
Minta no rek pembayaran,JT0846
Iya... Saya sudah mau bayar wifi nya tetapi tidak bisa,
Kak apa bukan kabelnya yg putus kyk kemarin yaa,KI2895
Apakah jaringannya sedang bermasalah?,
Mau minta dikirimi no rek pembayaran,JT0846
Gimana cara nya,
"Belum, karena dari tadi mau bayar gak bisa bisa.. trouble terus",
Saya tadi mau bayar di Indomaret gak bisa,
apa benar 100 Mbps 150 ribu?,
Mbak maaf ya uti gak saya dikirimi aja no rek tunggal bayar di atm Maaf ya uti jadul,JT0846
spesifikasi modemnya kayak apa,
udah itu aja?,
real unlimited apa ada fup?,
Ya makasih ya,JT0846
real speed = dedicated? atau beda?,
berarti kalau ini kecepatannya masih dibagi ya?,
flat selama berapa lama?,
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama: Hasyim  No WA: 082224343323 Alamat Pemasangan: jl bantaran 3d no 10 Kelurahan: Share location: Tahu Kapten Naratel darimana:       Terima kasih 😊",
Kak mau bayar wifi atas nama M. ARMAN ALHUSAINI,
Bayar nya pake virtual ini ya?,
Daerah sukun apa sdh terjangkau,
Pemasangan gratis kah,
Ko msh merah,KI1522
Untuk ganti sandinya g mna,KT2141
Sampai jam brapa kira2,KI1522
Untuk ID pelanggan itu nanti yah kalau sudah terdaftar gitua min?,JT1204
Ini bukti pemabayaran a/n Heri Tri Santoso,
mas minta norek via bri,KP0018
Userneme sama paspornya apa ni kak,KT2141
Sudah saya bayar kak,
Apakah sudah bisa di pake kak?,
Saya mau masang wifi,
Di daerah beladongan kejobo lor,
Iya kak makasih,
Nama saleh kelurahan bugul kidul,
Kapan bisa upgrade,KD1854
Bisa minta pricelist untuk WiFi?,KP2368
Ini kadang tu kan kak jaringan nya kurang kencang kak,
Soalnya saya pake sendirian juga kak,
Tapi masih agak lemot gitu kak,
minta VA BRI,KP0018
Gitu ya kak,
Gimana cara nya kak,
Saya udah daftar,JT1204
Dah tak bayar kak,KM3007
Gimana kalo bener tak lanjut ka,KN0619
Sudah SAYa bayar tdi di pake bri,KM3007
Butuh nya sekarang,KD1854
"Selamat pagi Kapten Naratel  Mohon info, kalau daerah karangploso apakah tercover oleh internet kapten naratel?",KT1416
"Alamat Pemasangan: jalan zentana karangploso - malang, dekat BMKG Malang  Kelurahan: ngijo  Share location:  Tahu Kapten Naratel darimana: sekarang sedang berlangganan",KT1416
Ini harus bayar dulua min,JT1204
Halo kalau ma bayar Internet kapten naratel bagaimana ya,
Ya cara bayarnya bagaimana ya,
Lewat indomaret tidak bisa sama alfamart juga,
Kalau mobile banking atau transfer bagaimana?,
Oh cuma dr aplikasi,
Iya sudah kodenya apa ka,KN0619
Kayak gini bener ya ka,KN0619
baik kak  sudah bisa,JT0569
KD0152 nama user iswito,
"Halo kak, tadi udah bisa lancar. Skrg lambat lagi",JT1052
Speed test google hasilnya jauh bgt kak dari yg seharusnya 15 mbps,JT1052
Posisi saat ini jaringan di tempat saya ngak bisa internet nya .,"JT0537, JT1223"
